campaign_id,campaign_name,platform,month,impressions,clicks,conversions,spend,revenue_generated,roas
800567,Flipkart Campaign 566,Facebook,2024-12,503002,26527,555,75636,520035,6.88
800568,Flipkart Campaign 567,Instagram,2025-06,393489,34881,643,286286,1286000,4.49
800569,Flipkart Campaign 568,Instagram,2025-10,694964,21304,2385,74362,3765915,50.64
800570,Flipkart Campaign 569,Facebook,2024-06,44507,15243,1911,104124,1792518,17.22
800571,Flipkart Campaign 570,Facebook,2024-08,191014,1611,3209,79766,5099101,63.93
800572,Flipkart Campaign 571,Google,2025-12,334425,33002,1547,134277,2668575,19.87
800573,Flipkart Campaign 572,Instagram,2024-06,228796,28739,2647,195850,4245788,21.68
800574,Flipkart Campaign 573,Instagram,2024-07,266644,14349,1274,331802,1528800,4.61
800575,Flipkart Campaign 574,Facebook,2024-10,236784,27688,2352,273202,3022320,11.06
800576,Flipkart Campaign 575,Google,2025-06,253344,18692,2098,30559,2742086,89.73
800577,Flipkart Campaign 576,Google,2024-10,517604,25560,675,211452,1474200,6.97
800578,Flipkart Campaign 577,Facebook,2024-11,127326,24489,1023,39800,1303302,32.75
800579,Flipkart Campaign 578,Facebook,2025-01,372318,29584,1074,182169,1678662,9.21
800580,Flipkart Campaign 579,Google,2024-12,571294,15029,3225,139821,6356475,45.46
800581,Flipkart Campaign 580,Google,2024-02,624310,6905,1416,47777,2959440,61.94
800582,Flipkart Campaign 581,Facebook,2025-09,419546,4508,1639,82571,2148729,26.02
800583,Flipkart Campaign 582,Google,2024-04,362170,26140,3272,37545,5470784,145.71
800584,Flipkart Campaign 583,Instagram,2024-03,693797,26388,2382,292265,4011288,13.72
800585,Flipkart Campaign 584,Google,2024-04,525700,11742,1744,348696,2839232,8.14
800586,Flipkart Campaign 585,Facebook,2024-01,496740,30214,2048,237536,4253696,17.91
800587,Flipkart Campaign 586,Google,2024-04,369918,38839,1780,183840,2458180,13.37
800588,Flipkart Campaign 587,Instagram,2024-01,189347,10291,2587,397559,3500211,8.8
800589,Flipkart Campaign 588,Facebook,2025-11,553431,20776,1525,249863,1813225,7.26
800590,Flipkart Campaign 589,Google,2025-09,694760,25347,748,323434,1351636,4.18
800591,Flipkart Campaign 590,Instagram,2024-11,93364,15000,3262,118763,4207980,35.43
800592,Flipkart Campaign 591,Facebook,2025-04,517043,4649,948,96182,1250412,13.0
800593,Flipkart Campaign 592,Instagram,2024-11,540544,17336,2851,281521,4738362,16.83
800594,Flipkart Campaign 593,Instagram,2025-11,202279,32951,3283,371377,3200925,8.62
800595,Flipkart Campaign 594,Google,2025-01,372168,19182,497,188821,852852,4.52
800596,Flipkart Campaign 595,Facebook,2025-09,158929,9598,1263,61707,1441083,23.35
800597,Flipkart Campaign 596,Instagram,2025-03,200419,2288,2884,358532,5436340,15.16
800598,Flipkart Campaign 597,Google,2025-12,377928,15232,3069,288608,2927826,10.14
800599,Flipkart Campaign 598,Google,2025-10,401328,39421,3040,118693,6423520,54.12
800600,Flipkart Campaign 599,Facebook,2025-05,675872,24700,155,53893,145080,2.69
800601,Flipkart Campaign 600,Facebook,2025-11,306154,4371,554,168473,944016,5.6
800602,Flipkart Campaign 601,Google,2025-01,315217,29833,2662,318143,4389638,13.8
800603,Flipkart Campaign 602,Instagram,2025-07,61443,24249,1790,380993,2638460,6.93
800604,Flipkart Campaign 603,Google,2025-12,200643,32819,441,65937,712215,10.8
800605,Flipkart Campaign 604,Google,2024-06,620132,25144,1043,319984,1108709,3.46
800606,Flipkart Campaign 605,Instagram,2025-08,617645,13260,2438,85278,3717950,43.6
800607,Flipkart Campaign 606,Google,2024-08,345274,36953,1510,312237,1502450,4.81
800608,Flipkart Campaign 607,Google,2025-12,216159,25040,921,169274,850083,5.02
800609,Flipkart Campaign 608,Instagram,2024-10,255097,27503,2935,105170,5520735,52.49
800610,Flipkart Campaign 609,Google,2025-12,20211,4606,787,162490,1396925,8.6
800611,Flipkart Campaign 610,Facebook,2025-10,154031,6912,1201,51964,1305487,25.12
800612,Flipkart Campaign 611,Instagram,2024-05,325125,15024,2810,365390,5881330,16.1
800613,Flipkart Campaign 612,Google,2024-11,773120,36252,503,196167,712751,3.63
800614,Flipkart Campaign 613,Facebook,2024-08,490726,38786,2928,373744,4400784,11.77
800615,Flipkart Campaign 614,Google,2024-11,584517,9811,1820,217809,2544360,11.68
800616,Flipkart Campaign 615,Google,2024-06,255393,27847,594,112536,564300,5.01
800617,Flipkart Campaign 616,Google,2024-05,594871,4326,2561,65532,2627586,40.1
800618,Flipkart Campaign 617,Google,2025-10,439396,14806,1382,100901,1717826,17.02
800619,Flipkart Campaign 618,Instagram,2025-02,76514,7643,212,68098,322028,4.73
800620,Flipkart Campaign 619,Facebook,2025-01,94693,3773,1038,171049,1246638,7.29
800621,Flipkart Campaign 620,Instagram,2024-03,530416,34526,3028,60744,6540480,107.67
800622,Flipkart Campaign 621,Facebook,2025-03,156996,16413,1963,226958,3527511,15.54
800623,Flipkart Campaign 622,Google,2025-06,787655,8884,1319,240106,2056321,8.56
800624,Flipkart Campaign 623,Google,2024-11,68435,19590,3068,68948,5835336,84.63
800625,Flipkart Campaign 624,Facebook,2024-12,530558,30353,159,32566,203997,6.26
800626,Flipkart Campaign 625,Facebook,2025-09,466966,18460,3157,84528,5354272,63.34
800627,Flipkart Campaign 626,Google,2024-12,643552,16928,525,185061,493500,2.67
800628,Flipkart Campaign 627,Instagram,2025-03,715541,11715,822,43530,960918,22.07
800629,Flipkart Campaign 628,Google,2025-03,307503,31875,1084,138701,1003784,7.24
800630,Flipkart Campaign 629,Instagram,2024-01,352869,17214,2483,171132,3729466,21.79
800631,Flipkart Campaign 630,Instagram,2024-04,420325,28224,3346,42640,7321048,171.69
800632,Flipkart Campaign 631,Facebook,2025-06,59725,38883,1139,336079,1840624,5.48
800633,Flipkart Campaign 632,Facebook,2025-12,605473,15450,3149,217938,5079337,23.31
800634,Flipkart Campaign 633,Facebook,2025-02,591841,2017,1836,149617,4022676,26.89
800635,Flipkart Campaign 634,Instagram,2024-01,321974,17293,593,75879,735913,9.7
800636,Flipkart Campaign 635,Google,2025-05,276962,29979,2748,169819,4025820,23.71
800637,Flipkart Campaign 636,Instagram,2025-12,352692,35054,1223,109436,1717092,15.69
800638,Flipkart Campaign 637,Instagram,2025-12,120938,33031,2135,81449,3080805,37.82
800639,Flipkart Campaign 638,Instagram,2024-11,118753,23010,2583,259939,5122089,19.7
800640,Flipkart Campaign 639,Facebook,2024-02,252190,6430,1215,175943,1546695,8.79
800641,Flipkart Campaign 640,Facebook,2025-02,124259,28930,2554,300953,3292106,10.94
800642,Flipkart Campaign 641,Google,2024-09,782187,32722,520,177797,1044680,5.88
800643,Flipkart Campaign 642,Instagram,2025-02,197651,20986,976,388178,1112640,2.87
800644,Flipkart Campaign 643,Facebook,2024-07,775246,24848,1456,349411,2735824,7.83
800645,Flipkart Campaign 644,Facebook,2025-08,651604,21761,1079,334663,1553760,4.64
800646,Flipkart Campaign 645,Google,2025-02,481984,11957,3034,95988,5467268,56.96
800647,Flipkart Campaign 646,Instagram,2024-08,340320,10604,2340,326447,4474080,13.71
800648,Flipkart Campaign 647,Instagram,2025-09,127557,24324,815,312122,1249395,4.0
800649,Flipkart Campaign 648,Facebook,2025-05,612629,9627,537,205098,777039,3.79
800650,Flipkart Campaign 649,Google,2024-10,263216,28784,2363,78529,4010011,51.06
800651,Flipkart Campaign 650,Facebook,2025-11,663604,19214,2174,348098,3200128,9.19
800652,Flipkart Campaign 651,Instagram,2025-03,259480,20633,1170,66259,1196910,18.06
800653,Flipkart Campaign 652,Google,2025-03,325841,14602,2363,158215,4865417,30.75
800654,Flipkart Campaign 653,Instagram,2024-04,421637,39358,2338,247650,4769520,19.26
800655,Flipkart Campaign 654,Instagram,2024-11,669231,5284,269,62115,402155,6.47
800656,Flipkart Campaign 655,Facebook,2024-08,317145,22910,212,107614,454104,4.22
800657,Flipkart Campaign 656,Google,2024-06,490485,8478,1691,94786,2448568,25.83
800658,Flipkart Campaign 657,Instagram,2024-01,598957,30678,2222,334773,2115344,6.32
800659,Flipkart Campaign 658,Google,2025-05,52196,3263,1310,323875,2103860,6.5
800660,Flipkart Campaign 659,Facebook,2025-11,523183,33378,1316,64264,2738596,42.61
800661,Flipkart Campaign 660,Instagram,2024-04,476547,16902,2632,170478,4121712,24.18
800662,Flipkart Campaign 661,Instagram,2025-01,625636,14369,3356,225162,4396360,19.53
800663,Flipkart Campaign 662,Facebook,2025-09,221829,17223,640,337175,738560,2.19
800664,Flipkart Campaign 663,Google,2025-02,204680,28304,2015,126791,3304600,26.06
800665,Flipkart Campaign 664,Google,2025-05,568664,23549,1983,101692,3333423,32.78
800666,Flipkart Campaign 665,Facebook,2025-11,462251,26872,2011,218854,2296562,10.49
800667,Flipkart Campaign 666,Facebook,2025-09,73256,10744,2754,331919,3596724,10.84
800668,Flipkart Campaign 667,Instagram,2024-01,48765,29510,2392,121415,2317848,19.09
800669,Flipkart Campaign 668,Facebook,2024-11,642208,30078,3168,68242,3332736,48.84
800670,Flipkart Campaign 669,Google,2024-05,343360,25923,3426,256116,4871772,19.02
800671,Flipkart Campaign 670,Google,2025-04,435564,33022,1791,129162,2448297,18.96
800672,Flipkart Campaign 671,Facebook,2024-08,487505,6697,610,39272,585600,14.91
800673,Flipkart Campaign 672,Facebook,2025-02,452312,28999,1828,338840,2096716,6.19
800674,Flipkart Campaign 673,Google,2024-05,320943,5020,3295,264886,3018220,11.39
800675,Flipkart Campaign 674,Facebook,2025-12,120999,12099,3455,296580,4878460,16.45
800676,Flipkart Campaign 675,Instagram,2025-06,100567,10804,2742,57920,4655916,80.39
800677,Flipkart Campaign 676,Google,2025-11,303575,9650,1168,170202,2222704,13.06
800678,Flipkart Campaign 677,Instagram,2024-05,543913,6006,2542,398716,4161254,10.44
800679,Flipkart Campaign 678,Google,2024-05,127414,26500,435,267955,665115,2.48
800680,Flipkart Campaign 679,Facebook,2025-06,719885,11765,251,286719,267817,0.93
800681,Flipkart Campaign 680,Facebook,2024-12,45215,36153,2157,106432,3026271,28.43
800682,Flipkart Campaign 681,Instagram,2024-05,33501,8393,2897,299865,2885412,9.62
800683,Flipkart Campaign 682,Facebook,2024-02,676381,16422,1315,176182,2419600,13.73
800684,Flipkart Campaign 683,Instagram,2024-08,420989,5249,1659,81453,2365734,29.04
800685,Flipkart Campaign 684,Facebook,2024-02,70724,25736,604,143805,1227932,8.54
800686,Flipkart Campaign 685,Facebook,2024-01,209333,20594,1118,180729,1831284,10.13
800687,Flipkart Campaign 686,Google,2025-11,432849,4526,1717,72529,2046664,28.22
800688,Flipkart Campaign 687,Google,2025-04,144567,27519,2650,181015,5578250,30.82
800689,Flipkart Campaign 688,Facebook,2024-06,436427,13008,195,126204,395460,3.13
800690,Flipkart Campaign 689,Google,2025-12,799546,10020,849,354105,967860,2.73
800691,Flipkart Campaign 690,Instagram,2025-03,695146,31486,2374,117833,3473162,29.48
800692,Flipkart Campaign 691,Facebook,2024-04,142175,11288,1007,396665,1683704,4.24
800693,Flipkart Campaign 692,Facebook,2025-02,219065,12078,1981,280116,2272207,8.11
800694,Flipkart Campaign 693,Instagram,2025-05,533440,12659,254,144399,326390,2.26
800695,Flipkart Campaign 694,Google,2024-12,711039,32594,173,322737,283893,0.88
800696,Flipkart Campaign 695,Facebook,2025-08,713588,23794,874,134471,1010344,7.51
800697,Flipkart Campaign 696,Google,2024-03,194319,21906,2960,394347,3827280,9.71
800698,Flipkart Campaign 697,Google,2024-05,293362,34473,3161,225751,5936358,26.3
800699,Flipkart Campaign 698,Facebook,2025-02,55965,10042,3183,124828,5111898,40.95
800700,Flipkart Campaign 699,Facebook,2025-11,535402,3569,2656,151950,4995936,32.88
800701,Flipkart Campaign 700,Google,2025-01,180601,36470,2492,66699,5395180,80.89
800702,Flipkart Campaign 701,Facebook,2025-03,682939,12283,738,225057,760140,3.38
800703,Flipkart Campaign 702,Google,2024-04,737682,3307,2448,245980,5192208,21.11
800704,Flipkart Campaign 703,Facebook,2024-07,43878,5599,1167,201356,1874202,9.31
800705,Flipkart Campaign 704,Facebook,2024-03,262118,26383,180,321457,336060,1.05
800706,Flipkart Campaign 705,Instagram,2025-11,478068,12957,3396,113816,6713892,58.99
800707,Flipkart Campaign 706,Facebook,2025-12,346923,29547,3185,125719,5261620,41.85
800708,Flipkart Campaign 707,Facebook,2024-02,324418,12691,1970,233819,2921510,12.49
800709,Flipkart Campaign 708,Google,2025-06,255858,11104,1886,65665,2546100,38.77
800710,Flipkart Campaign 709,Instagram,2024-01,107138,30143,1393,288816,1533693,5.31
800711,Flipkart Campaign 710,Facebook,2025-12,169994,25393,2740,176671,4340160,24.57
800712,Flipkart Campaign 711,Instagram,2024-06,349578,5461,1694,284138,3196578,11.25
800713,Flipkart Campaign 712,Facebook,2025-06,234509,16222,401,354283,745459,2.1
800714,Flipkart Campaign 713,Google,2025-02,698285,31128,1318,71962,1501202,20.86
800715,Flipkart Campaign 714,Google,2025-04,627944,4230,145,48245,154715,3.21
800716,Flipkart Campaign 715,Facebook,2025-12,509008,39466,1237,152924,2005177,13.11
800717,Flipkart Campaign 716,Google,2025-02,666613,9273,976,213273,1509872,7.08
800718,Flipkart Campaign 717,Google,2024-07,696024,25912,2598,141513,5601288,39.58
800719,Flipkart Campaign 718,Google,2024-11,205592,25462,2426,211063,3452198,16.36
800720,Flipkart Campaign 719,Google,2025-09,401682,38198,1576,325591,1582304,4.86
800721,Flipkart Campaign 720,Facebook,2025-03,485402,1161,2409,144460,2567994,17.78
800722,Flipkart Campaign 721,Facebook,2024-10,276590,35494,1908,251772,3810276,15.13
800723,Flipkart Campaign 722,Facebook,2024-01,415438,36015,3120,268069,3953040,14.75
800724,Flipkart Campaign 723,Facebook,2025-02,726386,31889,250,99268,252000,2.54
800725,Flipkart Campaign 724,Instagram,2025-06,694873,28010,2154,202326,2701116,13.35
800726,Flipkart Campaign 725,Instagram,2025-03,413605,12118,3134,54085,5766560,106.62
800727,Flipkart Campaign 726,Google,2024-08,537846,7048,1976,131136,2869152,21.88
800728,Flipkart Campaign 727,Instagram,2025-11,736333,32245,1043,92793,1566586,16.88
800729,Flipkart Campaign 728,Instagram,2024-10,309805,9791,1644,229254,1568376,6.84
800730,Flipkart Campaign 729,Google,2025-01,430683,19245,2518,319976,3703978,11.58
800731,Flipkart Campaign 730,Google,2024-09,475671,24060,2288,200775,3166592,15.77
800732,Flipkart Campaign 731,Instagram,2025-08,682156,1325,2277,341781,2370357,6.94
800733,Flipkart Campaign 732,Instagram,2024-05,105827,22420,3172,377758,6581900,17.42
800734,Flipkart Campaign 733,Facebook,2024-12,320306,37499,246,132498,310452,2.34
800735,Flipkart Campaign 734,Facebook,2024-06,525056,13712,798,391592,1587222,4.05
800736,Flipkart Campaign 735,Facebook,2024-06,222126,11537,2188,228713,3054448,13.35
800737,Flipkart Campaign 736,Instagram,2024-04,77748,5602,3335,196511,5062530,25.76
800738,Flipkart Campaign 737,Google,2024-03,109406,33169,569,365639,1110119,3.04
800739,Flipkart Campaign 738,Facebook,2025-05,117967,10793,3200,173396,6476800,37.35
800740,Flipkart Campaign 739,Google,2024-08,776731,38349,738,292926,793350,2.71
800741,Flipkart Campaign 740,Facebook,2025-02,123253,34680,3330,298603,6356970,21.29
800742,Flipkart Campaign 741,Google,2024-12,344349,25408,2840,82362,6182680,75.07
800743,Flipkart Campaign 742,Facebook,2024-03,541592,29636,1102,41771,1865686,44.66
800744,Flipkart Campaign 743,Google,2025-06,712003,14445,2817,30915,3250818,105.15
800745,Flipkart Campaign 744,Google,2025-03,365167,33247,3006,274210,5957892,21.73
800746,Flipkart Campaign 745,Google,2024-01,696607,29651,2965,155798,5316245,34.12
800747,Flipkart Campaign 746,Google,2024-12,782347,10190,3241,399960,4362386,10.91
800748,Flipkart Campaign 747,Facebook,2025-08,260342,12818,775,143981,1122975,7.8
800749,Flipkart Campaign 748,Google,2024-03,220544,9357,3220,141820,4675440,32.97
800750,Flipkart Campaign 749,Instagram,2025-11,623183,11557,486,146184,825228,5.65
800751,Flipkart Campaign 750,Google,2024-01,221248,3967,2184,128544,3898440,30.33
800752,Flipkart Campaign 751,Google,2025-06,241545,2242,530,319529,1128900,3.53
800753,Flipkart Campaign 752,Google,2025-04,591608,7599,546,387906,932022,2.4
800754,Flipkart Campaign 753,Google,2025-02,745200,8361,3115,296065,2890720,9.76
800755,Flipkart Campaign 754,Facebook,2024-12,578075,6076,624,218318,1321008,6.05
800756,Flipkart Campaign 755,Instagram,2025-02,562832,28576,2250,285517,3246750,11.37
800757,Flipkart Campaign 756,Google,2025-05,534639,7998,1865,54434,2808690,51.6
800758,Flipkart Campaign 757,Google,2024-04,741346,28933,1372,166617,2598568,15.6
800759,Flipkart Campaign 758,Instagram,2025-10,736295,29236,2938,379623,5314842,14.0
800760,Flipkart Campaign 759,Google,2024-12,178082,7609,983,381091,1671100,4.39
800761,Flipkart Campaign 760,Facebook,2025-04,657572,28197,2458,279799,5198670,18.58
800762,Flipkart Campaign 761,Instagram,2024-12,329049,10292,1639,208110,2982980,14.33
800763,Flipkart Campaign 762,Facebook,2025-05,449032,7155,1169,130612,1377082,10.54
800764,Flipkart Campaign 763,Instagram,2025-03,657711,20405,2563,391349,4303277,11.0
800765,Flipkart Campaign 764,Instagram,2025-01,245276,17833,2797,227563,2657150,11.68
800766,Flipkart Campaign 765,Google,2025-01,22066,32397,1295,172511,2578345,14.95
800767,Flipkart Campaign 766,Instagram,2024-06,142793,32034,2376,347821,5075136,14.59
800768,Flipkart Campaign 767,Instagram,2025-03,767919,14312,2679,88335,4431066,50.16
800769,Flipkart Campaign 768,Facebook,2025-08,398013,17274,1247,75519,2178509,28.85
800770,Flipkart Campaign 769,Google,2025-01,244765,7595,2385,261054,4614975,17.68
800771,Flipkart Campaign 770,Google,2024-09,173583,19444,444,92142,576756,6.26
800772,Flipkart Campaign 771,Facebook,2024-11,252592,9266,2110,379543,2502460,6.59
800773,Flipkart Campaign 772,Facebook,2024-11,675887,29959,359,180202,606351,3.36
800774,Flipkart Campaign 773,Facebook,2025-06,357792,13733,921,382158,1185327,3.1
800775,Flipkart Campaign 774,Instagram,2024-02,727436,4301,2876,271881,4075292,14.99
800776,Flipkart Campaign 775,Facebook,2024-05,329474,25730,3188,112779,4501456,39.91
800777,Flipkart Campaign 776,Google,2024-09,474997,37572,1110,336662,2132310,6.33
800778,Flipkart Campaign 777,Google,2025-07,515727,32684,3458,216758,5529342,25.51
800779,Flipkart Campaign 778,Instagram,2024-03,521203,15870,241,262287,268956,1.03
800780,Flipkart Campaign 779,Instagram,2024-05,676888,14814,184,66783,302864,4.54
800781,Flipkart Campaign 780,Instagram,2024-08,340718,11813,755,201602,1538690,7.63
800782,Flipkart Campaign 781,Google,2025-11,638021,33861,1253,121547,1785525,14.69
800783,Flipkart Campaign 782,Facebook,2024-12,625422,2003,2624,325923,4151168,12.74
800784,Flipkart Campaign 783,Instagram,2025-04,390985,1770,1856,86613,3617344,41.76
800785,Flipkart Campaign 784,Facebook,2025-07,247123,38089,2715,42725,4039920,94.56
800786,Flipkart Campaign 785,Instagram,2024-08,295714,26374,3154,328968,3926730,11.94
800787,Flipkart Campaign 786,Facebook,2024-06,201110,29992,2033,281894,1998439,7.09
800788,Flipkart Campaign 787,Instagram,2024-02,427239,6830,1583,111524,2695849,24.17
800789,Flipkart Campaign 788,Instagram,2024-02,422685,37812,251,190373,232426,1.22
800790,Flipkart Campaign 789,Instagram,2024-10,153524,23001,596,156702,1174716,7.5
800791,Flipkart Campaign 790,Instagram,2025-06,274538,38071,1833,303805,3411213,11.23
800792,Flipkart Campaign 791,Instagram,2025-12,336746,28565,922,260683,1155266,4.43
800793,Flipkart Campaign 792,Facebook,2025-07,499067,31802,418,143475,420090,2.93
800794,Flipkart Campaign 793,Facebook,2024-04,291763,9083,3117,59981,6224649,103.78
800795,Flipkart Campaign 794,Instagram,2024-12,568139,18830,1838,209734,3122762,14.89
800796,Flipkart Campaign 795,Instagram,2024-12,85013,7160,2194,129497,2885110,22.28
800797,Flipkart Campaign 796,Facebook,2024-01,32732,11541,716,382634,895716,2.34
800798,Flipkart Campaign 797,Instagram,2024-01,376564,19986,2417,356260,3896204,10.94
800799,Flipkart Campaign 798,Instagram,2024-07,590396,1211,2666,172942,3391152,19.61
800800,Flipkart Campaign 799,Instagram,2025-03,754097,30723,2703,278024,2875992,10.34
800801,Flipkart Campaign 800,Facebook,2024-08,316700,8686,1522,89112,1748778,19.62
800802,Flipkart Campaign 801,Instagram,2025-07,363492,22611,2671,134602,2927416,21.75
800803,Flipkart Campaign 802,Google,2024-11,126251,39640,1608,287360,3388056,11.79
800804,Flipkart Campaign 803,Facebook,2025-12,665614,33994,2697,56010,3168975,56.58
800805,Flipkart Campaign 804,Facebook,2024-08,224945,16879,1348,47751,1822496,38.17
800806,Flipkart Campaign 805,Google,2025-02,145177,1897,2783,159215,4369310,27.44
800807,Flipkart Campaign 806,Facebook,2025-04,778324,39701,1790,123688,1961840,15.86
800808,Flipkart Campaign 807,Facebook,2025-09,281683,35421,3285,298948,5141025,17.2
800809,Flipkart Campaign 808,Google,2024-10,414734,36001,3411,32922,6364926,193.33
800810,Flipkart Campaign 809,Instagram,2025-02,360114,4342,824,266403,1449416,5.44
800811,Flipkart Campaign 810,Facebook,2024-08,441558,37341,1482,158546,1707264,10.77
800812,Flipkart Campaign 811,Facebook,2024-06,640842,10561,267,239788,569778,2.38
800813,Flipkart Campaign 812,Instagram,2025-02,769216,14204,232,346989,324336,0.93
800814,Flipkart Campaign 813,Instagram,2025-04,594792,21413,797,60388,1686452,27.93
800815,Flipkart Campaign 814,Facebook,2024-08,253146,12325,1932,94861,2841972,29.96
800816,Flipkart Campaign 815,Instagram,2024-11,76798,14236,2385,74402,3441555,46.26
800817,Flipkart Campaign 816,Instagram,2024-04,412731,5930,3453,108063,6422580,59.43
800818,Flipkart Campaign 817,Instagram,2025-12,103177,4580,3143,340274,4962797,14.58
800819,Flipkart Campaign 818,Instagram,2024-06,357808,21473,3483,113868,3559626,31.26
800820,Flipkart Campaign 819,Facebook,2025-03,792302,5966,3351,325321,6695298,20.58
800821,Flipkart Campaign 820,Instagram,2025-06,731081,14428,2194,345206,4611788,13.36
800822,Flipkart Campaign 821,Google,2025-07,679727,2935,767,57816,1382134,23.91
800823,Flipkart Campaign 822,Instagram,2025-07,147698,25919,2841,221010,5497335,24.87
800824,Flipkart Campaign 823,Instagram,2025-08,114242,23756,938,368128,961450,2.61
800825,Flipkart Campaign 824,Google,2025-11,369357,18886,584,398837,1149896,2.88
800826,Flipkart Campaign 825,Instagram,2025-04,142757,34518,1679,127069,1840184,14.48
800827,Flipkart Campaign 826,Google,2025-08,760964,15595,1293,264737,1418421,5.36
800828,Flipkart Campaign 827,Google,2025-10,604963,34244,3384,298537,4375512,14.66
800829,Flipkart Campaign 828,Google,2024-12,420236,10269,2789,327834,4791502,14.62
800830,Flipkart Campaign 829,Facebook,2024-09,359998,3806,1418,140693,2896974,20.59
800831,Flipkart Campaign 830,Instagram,2024-02,316041,1232,331,323216,630555,1.95
800832,Flipkart Campaign 831,Google,2025-10,460873,26212,856,311499,1708576,5.49
800833,Flipkart Campaign 832,Google,2024-01,522113,19769,1933,131979,3514194,26.63
800834,Flipkart Campaign 833,Google,2025-11,158478,6600,2014,380507,1840796,4.84
800835,Flipkart Campaign 834,Facebook,2025-03,447296,9406,873,188072,1670922,8.88
800836,Flipkart Campaign 835,Instagram,2025-06,562569,21903,170,303391,172040,0.57
800837,Flipkart Campaign 836,Instagram,2025-01,282899,1388,2801,233228,5131432,22.0
800838,Flipkart Campaign 837,Instagram,2024-05,394987,5807,3355,373326,7139440,19.12
800839,Flipkart Campaign 838,Google,2025-02,416896,24929,1179,322251,1677717,5.21
800840,Flipkart Campaign 839,Instagram,2024-06,561767,38314,210,270051,257880,0.95
800841,Flipkart Campaign 840,Facebook,2024-03,771004,25740,3263,54666,4963023,90.79
800842,Flipkart Campaign 841,Facebook,2025-02,628768,15321,3453,306174,3301068,10.78
800843,Flipkart Campaign 842,Instagram,2024-11,325120,23393,2881,281493,3376532,12.0
800844,Flipkart Campaign 843,Instagram,2025-02,535635,12264,2132,86918,4524104,52.05
800845,Flipkart Campaign 844,Google,2024-01,392480,37116,665,252490,1234240,4.89
800846,Flipkart Campaign 845,Facebook,2024-05,716236,33625,3140,287421,3074060,10.7
800847,Flipkart Campaign 846,Instagram,2025-09,388633,37497,1614,141210,2330616,16.5
800848,Flipkart Campaign 847,Facebook,2024-08,258319,16322,616,119366,820512,6.87
800849,Flipkart Campaign 848,Facebook,2024-12,778497,38563,1921,260175,2950656,11.34
800850,Flipkart Campaign 849,Instagram,2025-04,684751,9032,267,254554,487809,1.92
800851,Flipkart Campaign 850,Google,2024-08,151643,18236,3284,31806,6653384,209.19
800852,Flipkart Campaign 851,Facebook,2024-08,150183,10561,745,225335,715945,3.18
800853,Flipkart Campaign 852,Facebook,2024-05,274450,34240,1890,57880,3239460,55.97
800854,Flipkart Campaign 853,Facebook,2025-10,550261,16537,2621,174328,5215790,29.92
800855,Flipkart Campaign 854,Instagram,2025-08,695145,35394,928,144338,1927456,13.35
800856,Flipkart Campaign 855,Google,2024-09,542112,26927,2874,351202,4322496,12.31
800857,Flipkart Campaign 856,Facebook,2025-01,710307,36213,1519,329360,2460780,7.47
800858,Flipkart Campaign 857,Google,2024-07,306430,24529,145,100713,234175,2.33
800859,Flipkart Campaign 858,Facebook,2025-12,263420,5648,2210,254341,4075240,16.02
800860,Flipkart Campaign 859,Google,2025-02,276775,24747,679,336011,948563,2.82
800861,Flipkart Campaign 860,Instagram,2024-08,403332,37006,2809,66822,5387662,80.63
800862,Flipkart Campaign 861,Instagram,2024-06,188810,25729,1941,128117,3577263,27.92
800863,Flipkart Campaign 862,Instagram,2025-03,54574,25319,1220,376414,1543300,4.1
800864,Flipkart Campaign 863,Instagram,2025-10,652248,28515,618,109450,1012284,9.25
800865,Flipkart Campaign 864,Google,2025-02,574738,33147,2270,166503,3121250,18.75
800866,Flipkart Campaign 865,Instagram,2025-06,325758,23570,2251,215661,4456980,20.67
800867,Flipkart Campaign 866,Google,2025-04,339938,36966,696,122062,1267416,10.38
800868,Flipkart Campaign 867,Instagram,2024-03,490758,37726,929,325800,1812479,5.56
800869,Flipkart Campaign 868,Instagram,2024-06,105052,16769,1355,168927,2211360,13.09
800870,Flipkart Campaign 869,Google,2025-06,109189,10946,3162,357272,3193620,8.94
800871,Flipkart Campaign 870,Instagram,2025-01,571990,36650,1753,64599,2503284,38.75
800872,Flipkart Campaign 871,Instagram,2025-10,726749,3930,405,109382,535815,4.9
800873,Flipkart Campaign 872,Instagram,2025-03,776231,21300,2579,138467,2493893,18.01
800874,Flipkart Campaign 873,Instagram,2025-12,307721,21534,806,32634,1197716,36.7
800875,Flipkart Campaign 874,Facebook,2024-01,167583,20827,2608,62085,2686240,43.27
800876,Flipkart Campaign 875,Facebook,2024-12,498284,18599,719,320215,1386951,4.33
800877,Flipkart Campaign 876,Instagram,2025-03,458759,28642,2612,342769,4145244,12.09
800878,Flipkart Campaign 877,Facebook,2025-04,595118,17406,114,112874,183198,1.62
800879,Flipkart Campaign 878,Facebook,2024-01,573402,38915,3395,239201,5102685,21.33
800880,Flipkart Campaign 879,Instagram,2025-06,754096,18359,1137,270908,2369508,8.75
800881,Flipkart Campaign 880,Google,2025-05,77413,7770,3394,198559,7157946,36.05
800882,Flipkart Campaign 881,Google,2024-11,20320,10481,3368,151134,4004552,26.5
800883,Flipkart Campaign 882,Facebook,2024-06,160472,23347,1486,293900,2563350,8.72
