product_id,product_name,category,brand,cost_price,selling_price
500515,iPhone 14,Mobiles,Samsung,862,1158.38
500516,iPhone 14,Mobiles,Philips,217,318.65
500517,iPhone 14,Mobiles,Himalaya,2430,3011.55
500518,iPhone 14,Mobiles,Mamaearth,259,371.47
500519,iPhone 14,Mobiles,Nike,1105,1372.75
500520,iPhone 14,Mobiles,Puma,328,458.33
500521,iPhone 14,Mobiles,Philips,1257,1582.06
500522,iPhone 14,Mobiles,Nike,2333,2944.2
500523,iPhone 14,Mobiles,Himalaya,409,603.17
500524,iPhone 14,Mobiles,Himalaya,1100,1418.49
500525,iPhone 14,Mobiles,Boat,1067,1564.8
500526,iPhone 14,Mobiles,Dettol,1077,1340.04
500527,iPhone 14,Mobiles,Nike,1266,1636.29
500528,iPhone 14,Mobiles,Himalaya,2389,3098.46
500529,iPhone 14,Mobiles,Samsung,2177,2741.88
500530,iPhone 14,Mobiles,Philips,1726,2444.45
500531,iPhone 14,Mobiles,Puma,750,998.49
500532,iPhone 14,Mobiles,Prestige,1621,2362.54
500533,iPhone 14,Mobiles,Himalaya,663,887.87
500534,iPhone 14,Mobiles,Apple,1882,2487.87
500535,iPhone 14,Mobiles,Nike,1377,1883.37
500536,iPhone 14,Mobiles,Puma,1295,1562.87
500537,iPhone 14,Mobiles,Samsung,2085,2581.02
500538,iPhone 14,Mobiles,Mamaearth,331,450.26
500539,iPhone 14,Mobiles,Apple,584,737.54
500540,iPhone 14,Mobiles,Apple,1193,1463.6
500541,iPhone 14,Mobiles,Samsung,381,498.67
500542,iPhone 14,Mobiles,Apple,979,1431.08
500543,iPhone 14,Mobiles,Samsung,2189,2711.37
500544,iPhone 14,Mobiles,Boat,355,499.68
500545,iPhone 14,Mobiles,Boat,156,211.11
500546,iPhone 14,Mobiles,Puma,1613,1990.11
500547,iPhone 14,Mobiles,Samsung,1147,1416.04
500548,iPhone 14,Mobiles,Himalaya,1840,2323.32
500549,iPhone 14,Mobiles,Himalaya,2168,2669.9
500550,iPhone 14,Mobiles,Puma,627,830.3
500551,iPhone 14,Mobiles,Penguin,363,474.6
500552,iPhone 14,Mobiles,Apple,1924,2476.87
500553,iPhone 14,Mobiles,Prestige,1989,2884.51
500554,iPhone 14,Mobiles,Puma,2311,3043.4
500555,iPhone 14,Mobiles,Apple,1009,1239.13
500556,iPhone 14,Mobiles,Boat,797,1027.26
500557,iPhone 14,Mobiles,Apple,840,1133.19
500558,iPhone 14,Mobiles,Dettol,1162,1672.83
500559,iPhone 14,Mobiles,Nike,919,1330.7
500560,iPhone 14,Mobiles,Dettol,1118,1428.27
500561,iPhone 14,Mobiles,Dettol,156,204.37
500562,iPhone 14,Mobiles,Boat,1449,2091.72
500563,iPhone 14,Mobiles,Apple,2114,3001.92
500564,iPhone 14,Mobiles,Boat,1503,2091.86
500565,iPhone 14,Mobiles,Mamaearth,1228,1474.23
500566,iPhone 14,Mobiles,Puma,589,720.52
500567,iPhone 14,Mobiles,Philips,925,1372.46
500568,iPhone 14,Mobiles,Himalaya,679,996.89
500569,iPhone 14,Mobiles,Samsung,2183,3000.94
500570,iPhone 14,Mobiles,Dettol,1501,1827.76
500571,iPhone 14,Mobiles,Boat,2425,3599.16
500572,iPhone 14,Mobiles,Puma,2198,3085.85
500573,iPhone 14,Mobiles,Samsung,2235,2865.68
500574,iPhone 14,Mobiles,Boat,2287,3145.56
500575,iPhone 14,Mobiles,Philips,1433,1972.88
500576,iPhone 14,Mobiles,Penguin,2122,2863.47
500577,iPhone 14,Mobiles,Philips,2043,2754.46
500578,iPhone 14,Mobiles,Puma,266,373.88
500579,iPhone 14,Mobiles,Samsung,2169,3179.48
500580,iPhone 14,Mobiles,Nike,1201,1625.36
500581,iPhone 14,Mobiles,Mamaearth,1575,2117.8
500582,iPhone 14,Mobiles,Penguin,326,430.17
500583,iPhone 14,Mobiles,Nike,1892,2558.4
500584,iPhone 14,Mobiles,Philips,768,926.37
500585,iPhone 14,Mobiles,Nike,1561,2238.89
500586,iPhone 14,Mobiles,Puma,479,622.67
500587,iPhone 14,Mobiles,Apple,1967,2869.72
500588,iPhone 14,Mobiles,Prestige,227,337.34
500589,iPhone 14,Mobiles,Nike,1277,1620.65
500590,iPhone 14,Mobiles,Himalaya,337,423.36
500591,iPhone 14,Mobiles,Apple,591,834.29
500592,iPhone 14,Mobiles,Apple,2193,2928.34
500593,iPhone 14,Mobiles,Dettol,657,820.91
500594,iPhone 14,Mobiles,Mamaearth,1859,2234.07
500595,iPhone 14,Mobiles,Philips,305,406.02
500596,iPhone 14,Mobiles,Prestige,1419,2114.32
500597,iPhone 14,Mobiles,Penguin,968,1224.22
500598,iPhone 14,Mobiles,Apple,602,812.13
500599,iPhone 14,Mobiles,Penguin,2397,3513.42
500600,iPhone 14,Mobiles,Mamaearth,693,975.28
500601,Samsung Galaxy S23,Mobiles,Apple,1504,2246.36
500602,Samsung Galaxy S23,Mobiles,Himalaya,960,1327.38
500603,Samsung Galaxy S23,Mobiles,Boat,1478,2009.09
500604,Samsung Galaxy S23,Mobiles,Dettol,1653,2423.87
500605,Samsung Galaxy S23,Mobiles,Boat,927,1185.55
500606,Samsung Galaxy S23,Mobiles,Himalaya,320,392.41
500607,Samsung Galaxy S23,Mobiles,Prestige,1771,2632.04
500608,Samsung Galaxy S23,Mobiles,Penguin,2222,3035.42
500609,Samsung Galaxy S23,Mobiles,Apple,1340,1829.21
500610,Samsung Galaxy S23,Mobiles,Boat,2090,2893.63
500611,Samsung Galaxy S23,Mobiles,Dettol,1664,2479.79
500612,Samsung Galaxy S23,Mobiles,Dettol,2336,3494.92
500613,Samsung Galaxy S23,Mobiles,Dettol,1618,2292.29
500614,Samsung Galaxy S23,Mobiles,Penguin,860,1091.0
500615,Samsung Galaxy S23,Mobiles,Dettol,1438,1781.32
500616,Samsung Galaxy S23,Mobiles,Himalaya,1164,1460.19
500617,Samsung Galaxy S23,Mobiles,Puma,2382,3008.52
500618,Samsung Galaxy S23,Mobiles,Prestige,1884,2472.76
500619,Samsung Galaxy S23,Mobiles,Nike,211,270.19
500620,Samsung Galaxy S23,Mobiles,Boat,1247,1699.19
500621,Samsung Galaxy S23,Mobiles,Himalaya,1193,1699.45
500622,Samsung Galaxy S23,Mobiles,Nike,1892,2343.51
500623,Samsung Galaxy S23,Mobiles,Nike,731,1015.45
500624,Samsung Galaxy S23,Mobiles,Apple,918,1145.1
500625,Samsung Galaxy S23,Mobiles,Apple,816,1114.78
500626,Samsung Galaxy S23,Mobiles,Apple,1423,1884.28
500627,Samsung Galaxy S23,Mobiles,Samsung,840,1023.3
500628,Samsung Galaxy S23,Mobiles,Prestige,1184,1557.78
500629,Samsung Galaxy S23,Mobiles,Puma,365,492.81
500630,Samsung Galaxy S23,Mobiles,Nike,1436,2100.95
500631,Samsung Galaxy S23,Mobiles,Apple,1532,2241.24
500632,Samsung Galaxy S23,Mobiles,Philips,2321,3119.36
500633,Samsung Galaxy S23,Mobiles,Philips,1363,1681.24
500634,Samsung Galaxy S23,Mobiles,Prestige,229,311.4
500635,Samsung Galaxy S23,Mobiles,Apple,1048,1268.07
500636,Samsung Galaxy S23,Mobiles,Nike,803,970.38
500637,Samsung Galaxy S23,Mobiles,Puma,777,1031.21
500638,Samsung Galaxy S23,Mobiles,Prestige,1168,1483.36
500639,Samsung Galaxy S23,Mobiles,Nike,895,1312.83
500640,Samsung Galaxy S23,Mobiles,Penguin,1096,1558.11
500641,Samsung Galaxy S23,Mobiles,Dettol,1382,1882.3
500642,Samsung Galaxy S23,Mobiles,Prestige,2479,3017.32
500643,Samsung Galaxy S23,Mobiles,Mamaearth,538,709.67
500644,Samsung Galaxy S23,Mobiles,Samsung,1122,1445.63
500645,Samsung Galaxy S23,Mobiles,Boat,1783,2439.98
500646,Samsung Galaxy S23,Mobiles,Nike,2028,2901.6
500647,Samsung Galaxy S23,Mobiles,Mamaearth,1703,2374.14
500648,Samsung Galaxy S23,Mobiles,Puma,589,860.63
500649,Samsung Galaxy S23,Mobiles,Dettol,684,962.66
500650,Samsung Galaxy S23,Mobiles,Puma,1143,1692.99
500651,Samsung Galaxy S23,Mobiles,Nike,1721,2383.85
500652,Samsung Galaxy S23,Mobiles,Nike,938,1142.61
500653,Samsung Galaxy S23,Mobiles,Himalaya,750,1052.75
500654,Samsung Galaxy S23,Mobiles,Boat,2298,2770.45
500655,Samsung Galaxy S23,Mobiles,Samsung,2448,3455.61
500656,Samsung Galaxy S23,Mobiles,Puma,1481,1916.49
500657,Samsung Galaxy S23,Mobiles,Penguin,411,590.08
500658,Samsung Galaxy S23,Mobiles,Nike,1658,2297.05
500659,Samsung Galaxy S23,Mobiles,Penguin,301,446.33
500660,Samsung Galaxy S23,Mobiles,Boat,1661,2458.75
500661,Samsung Galaxy S23,Mobiles,Dettol,654,893.62
500662,Samsung Galaxy S23,Mobiles,Mamaearth,1778,2336.68
500663,Samsung Galaxy S23,Mobiles,Nike,1963,2412.94
500664,Samsung Galaxy S23,Mobiles,Himalaya,1617,2020.31
500665,Samsung Galaxy S23,Mobiles,Nike,1491,2025.56
500666,Samsung Galaxy S23,Mobiles,Nike,1231,1757.09
500667,Samsung Galaxy S23,Mobiles,Philips,2143,2951.58
500668,Samsung Galaxy S23,Mobiles,Penguin,1416,1912.4
500669,Samsung Galaxy S23,Mobiles,Apple,1887,2605.46
500670,Samsung Galaxy S23,Mobiles,Prestige,2203,3205.24
500671,Samsung Galaxy S23,Mobiles,Dettol,2382,3363.8
500672,Samsung Galaxy S23,Mobiles,Mamaearth,634,856.96
500673,Samsung Galaxy S23,Mobiles,Samsung,1020,1494.25
500674,Samsung Galaxy S23,Mobiles,Mamaearth,1965,2820.23
500675,Samsung Galaxy S23,Mobiles,Mamaearth,1364,2002.46
500676,Samsung Galaxy S23,Mobiles,Samsung,1460,1839.32
500677,Samsung Galaxy S23,Mobiles,Samsung,2090,2873.93
500678,Samsung Galaxy S23,Mobiles,Dettol,1965,2369.92
500679,Samsung Galaxy S23,Mobiles,Samsung,474,688.94
500680,Samsung Galaxy S23,Mobiles,Boat,196,247.33
500681,Samsung Galaxy S23,Mobiles,Boat,1640,2392.09
500682,Samsung Galaxy S23,Mobiles,Dettol,967,1243.9
500683,Samsung Galaxy S23,Mobiles,Himalaya,505,668.92
500684,Samsung Galaxy S23,Mobiles,Penguin,1790,2372.69
500685,Samsung Galaxy S23,Mobiles,Himalaya,647,953.93
500686,Samsung Galaxy S23,Mobiles,Puma,351,517.62
500687,Samsung Galaxy S23,Mobiles,Boat,511,756.63
500688,Samsung Galaxy S23,Mobiles,Puma,1056,1472.46
500689,Samsung Galaxy S23,Mobiles,Himalaya,517,754.34
500690,Samsung Galaxy S23,Mobiles,Puma,1662,2409.57
500691,Samsung Galaxy S23,Mobiles,Prestige,2062,3066.65
500692,Samsung Galaxy S23,Mobiles,Nike,1106,1331.23
500693,Samsung Galaxy S23,Mobiles,Puma,388,545.47
500694,Samsung Galaxy S23,Mobiles,Himalaya,302,383.31
500695,Samsung Galaxy S23,Mobiles,Philips,1602,2142.45
500696,Samsung Galaxy S23,Mobiles,Samsung,1436,2089.89
500697,Samsung Galaxy S23,Mobiles,Philips,380,516.6
500698,Samsung Galaxy S23,Mobiles,Himalaya,516,674.33
500699,Samsung Galaxy S23,Mobiles,Himalaya,289,385.33
500700,Samsung Galaxy S23,Mobiles,Nike,1394,1781.61
500701,Redmi Note 12,Mobiles,Mamaearth,391,478.72
500702,Redmi Note 12,Mobiles,Puma,1004,1407.99
500703,Redmi Note 12,Mobiles,Prestige,1771,2216.83
500704,Redmi Note 12,Mobiles,Philips,1948,2897.06
500705,Redmi Note 12,Mobiles,Penguin,903,1339.24
500706,Redmi Note 12,Mobiles,Himalaya,1339,1908.43
500707,Redmi Note 12,Mobiles,Apple,2271,2841.05
500708,Redmi Note 12,Mobiles,Himalaya,1908,2349.37
500709,Redmi Note 12,Mobiles,Apple,2263,3301.27
500710,Redmi Note 12,Mobiles,Nike,220,303.36
500711,Redmi Note 12,Mobiles,Prestige,586,761.88
500712,Redmi Note 12,Mobiles,Apple,2326,2896.88
500713,Redmi Note 12,Mobiles,Apple,737,993.64
500714,Redmi Note 12,Mobiles,Himalaya,2110,2850.9
500715,Redmi Note 12,Mobiles,Nike,1762,2261.9
500716,Redmi Note 12,Mobiles,Himalaya,656,849.11
500717,Redmi Note 12,Mobiles,Apple,2242,3035.28
500718,Redmi Note 12,Mobiles,Samsung,339,464.53
500719,Redmi Note 12,Mobiles,Nike,1035,1256.95
500720,Redmi Note 12,Mobiles,Apple,1301,1585.03
500721,Redmi Note 12,Mobiles,Samsung,2268,3343.87
500722,Redmi Note 12,Mobiles,Boat,2316,2854.59
500723,Redmi Note 12,Mobiles,Himalaya,2003,2418.5
500724,Redmi Note 12,Mobiles,Penguin,1279,1598.3
500725,Redmi Note 12,Mobiles,Mamaearth,2132,3131.37
500726,Redmi Note 12,Mobiles,Boat,221,322.03
500727,Redmi Note 12,Mobiles,Philips,1191,1486.17
500728,Redmi Note 12,Mobiles,Dettol,1539,1982.32
500729,Redmi Note 12,Mobiles,Apple,1730,2310.66
500730,Redmi Note 12,Mobiles,Penguin,1659,2154.73
500731,Redmi Note 12,Mobiles,Mamaearth,1182,1735.59
500732,Redmi Note 12,Mobiles,Boat,909,1250.77
500733,Redmi Note 12,Mobiles,Penguin,573,701.61
500734,Redmi Note 12,Mobiles,Puma,1674,2485.51
500735,Redmi Note 12,Mobiles,Philips,1232,1561.12
500736,Redmi Note 12,Mobiles,Nike,180,222.99
500737,Redmi Note 12,Mobiles,Puma,1076,1302.13
500738,Redmi Note 12,Mobiles,Nike,1901,2377.69
500739,Redmi Note 12,Mobiles,Mamaearth,2365,3539.12
500740,Redmi Note 12,Mobiles,Dettol,727,1079.46
500741,Redmi Note 12,Mobiles,Philips,2460,3178.17
500742,Redmi Note 12,Mobiles,Himalaya,1530,1941.85
500743,Redmi Note 12,Mobiles,Nike,843,1083.3
500744,Redmi Note 12,Mobiles,Puma,1699,2522.36
500745,Redmi Note 12,Mobiles,Himalaya,1589,2287.16
500746,Redmi Note 12,Mobiles,Samsung,216,287.68
500747,Redmi Note 12,Mobiles,Puma,2238,3210.76
500748,Redmi Note 12,Mobiles,Prestige,1367,1751.83
500749,Redmi Note 12,Mobiles,Penguin,1902,2362.78
500750,Redmi Note 12,Mobiles,Himalaya,1677,2423.8
500751,Redmi Note 12,Mobiles,Prestige,2139,3206.19
500752,Redmi Note 12,Mobiles,Samsung,838,1055.86
500753,Redmi Note 12,Mobiles,Himalaya,1057,1359.2
500754,Redmi Note 12,Mobiles,Mamaearth,272,341.72
500755,Redmi Note 12,Mobiles,Himalaya,1199,1525.55
500756,Redmi Note 12,Mobiles,Penguin,2137,2711.03
500757,Redmi Note 12,Mobiles,Boat,491,595.12
500758,Redmi Note 12,Mobiles,Dettol,2408,3323.57
500759,Redmi Note 12,Mobiles,Prestige,484,719.91
500760,Redmi Note 12,Mobiles,Apple,1802,2441.72
500761,Redmi Note 12,Mobiles,Dettol,2031,2695.1
500762,Redmi Note 12,Mobiles,Apple,2158,2907.27
500763,Redmi Note 12,Mobiles,Apple,228,324.98
500764,Redmi Note 12,Mobiles,Mamaearth,1597,2311.26
500765,Redmi Note 12,Mobiles,Penguin,2132,2995.98
500766,Redmi Note 12,Mobiles,Boat,501,691.2
500767,Redmi Note 12,Mobiles,Nike,374,492.01
500768,Redmi Note 12,Mobiles,Boat,802,1161.16
500769,Redmi Note 12,Mobiles,Puma,998,1472.75
500770,Redmi Note 12,Mobiles,Dettol,1680,2058.6
500771,Redmi Note 12,Mobiles,Penguin,1761,2485.67
500772,Redmi Note 12,Mobiles,Penguin,1913,2695.5
500773,Redmi Note 12,Mobiles,Puma,2310,3161.88
500774,Redmi Note 12,Mobiles,Penguin,1700,2344.18
500775,Redmi Note 12,Mobiles,Boat,1587,2358.85
500776,Redmi Note 12,Mobiles,Nike,498,647.45
500777,Redmi Note 12,Mobiles,Penguin,1205,1719.68
500778,Redmi Note 12,Mobiles,Samsung,2203,3021.69
500779,Redmi Note 12,Mobiles,Prestige,2488,3605.16
500780,Redmi Note 12,Mobiles,Apple,1088,1480.41
500781,Redmi Note 12,Mobiles,Penguin,1299,1923.12
500782,Redmi Note 12,Mobiles,Prestige,2074,2708.29
500783,Redmi Note 12,Mobiles,Boat,2323,2831.61
500784,Redmi Note 12,Mobiles,Samsung,2083,2507.86
500785,Redmi Note 12,Mobiles,Prestige,631,790.48
500786,Redmi Note 12,Mobiles,Philips,2197,2957.04
500787,Redmi Note 12,Mobiles,Apple,2115,2852.56
500788,Redmi Note 12,Mobiles,Boat,1660,2438.8
500789,Redmi Note 12,Mobiles,Mamaearth,780,977.11
500790,Redmi Note 12,Mobiles,Mamaearth,1433,1993.64
500791,Redmi Note 12,Mobiles,Penguin,917,1364.85
500792,Redmi Note 12,Mobiles,Puma,165,206.22
500793,Redmi Note 12,Mobiles,Mamaearth,1367,1666.9
500794,Redmi Note 12,Mobiles,Himalaya,1368,1869.12
500795,Redmi Note 12,Mobiles,Mamaearth,1195,1729.99
500796,Redmi Note 12,Mobiles,Apple,1255,1619.56
500797,Redmi Note 12,Mobiles,Boat,1122,1567.26
500798,Redmi Note 12,Mobiles,Samsung,1002,1316.24
500799,Redmi Note 12,Mobiles,Mamaearth,2019,2494.62
500800,Redmi Note 12,Mobiles,Mamaearth,1640,2069.59
500801,Realme Narzo,Mobiles,Penguin,1419,2122.61
500802,Realme Narzo,Mobiles,Apple,996,1409.41
500803,Realme Narzo,Mobiles,Philips,1122,1373.78
500804,Realme Narzo,Mobiles,Nike,2258,3214.2
500805,Realme Narzo,Mobiles,Himalaya,334,437.31
500806,Realme Narzo,Mobiles,Apple,1112,1482.68
500807,Realme Narzo,Mobiles,Philips,862,1127.47
500808,Realme Narzo,Mobiles,Boat,648,843.96
500809,Realme Narzo,Mobiles,Mamaearth,677,858.4
500810,Realme Narzo,Mobiles,Mamaearth,893,1221.26
500811,Realme Narzo,Mobiles,Philips,402,597.36
500812,Realme Narzo,Mobiles,Nike,1916,2635.49
500813,Realme Narzo,Mobiles,Puma,552,703.6
500814,Realme Narzo,Mobiles,Philips,606,774.72
500815,Realme Narzo,Mobiles,Penguin,1786,2516.1
500816,Realme Narzo,Mobiles,Penguin,243,309.31
500817,Realme Narzo,Mobiles,Dettol,483,650.41
500818,Realme Narzo,Mobiles,Prestige,616,904.64
500819,Realme Narzo,Mobiles,Mamaearth,1911,2685.88
500820,Realme Narzo,Mobiles,Philips,1486,1910.98
500821,Realme Narzo,Mobiles,Penguin,527,701.76
500822,Realme Narzo,Mobiles,Boat,1250,1659.7
500823,Realme Narzo,Mobiles,Nike,2120,2671.87
500824,Realme Narzo,Mobiles,Samsung,745,1026.32
500825,Realme Narzo,Mobiles,Dettol,1004,1438.05
500826,Realme Narzo,Mobiles,Boat,1985,2699.21
500827,Realme Narzo,Mobiles,Boat,1813,2528.6
500828,Realme Narzo,Mobiles,Boat,424,564.55
500829,Realme Narzo,Mobiles,Himalaya,953,1324.19
500830,Realme Narzo,Mobiles,Himalaya,2378,2961.43
500831,Realme Narzo,Mobiles,Puma,586,780.9
500832,Realme Narzo,Mobiles,Dettol,1250,1746.02
500833,Realme Narzo,Mobiles,Boat,857,1114.48
500834,Realme Narzo,Mobiles,Nike,1847,2339.28
500835,Realme Narzo,Mobiles,Mamaearth,1498,1918.56
500836,Realme Narzo,Mobiles,Philips,990,1204.96
500837,Realme Narzo,Mobiles,Puma,2282,2855.96
500838,Realme Narzo,Mobiles,Puma,1665,2446.86
500839,Realme Narzo,Mobiles,Himalaya,882,1151.41
500840,Realme Narzo,Mobiles,Penguin,1102,1612.52
500841,Realme Narzo,Mobiles,Dettol,1019,1430.49
500842,Realme Narzo,Mobiles,Samsung,777,962.25
500843,Realme Narzo,Mobiles,Dettol,2432,3392.0
500844,Realme Narzo,Mobiles,Puma,392,514.89
500845,Realme Narzo,Mobiles,Boat,1476,2179.44
500846,Realme Narzo,Mobiles,Puma,2485,3717.99
500847,Realme Narzo,Mobiles,Mamaearth,476,615.13
500848,Realme Narzo,Mobiles,Puma,2024,2563.36
500849,Realme Narzo,Mobiles,Apple,644,833.87
500850,Realme Narzo,Mobiles,Samsung,1402,1986.01
500851,Realme Narzo,Mobiles,Prestige,2491,3723.36
500852,Realme Narzo,Mobiles,Prestige,1499,2007.9
500853,Realme Narzo,Mobiles,Mamaearth,1333,1742.03
500854,Realme Narzo,Mobiles,Himalaya,791,1053.36
500855,Realme Narzo,Mobiles,Himalaya,750,1017.92
500856,Realme Narzo,Mobiles,Mamaearth,2365,3151.86
500857,Realme Narzo,Mobiles,Prestige,1258,1733.2
500858,Realme Narzo,Mobiles,Dettol,2201,2811.26
500859,Realme Narzo,Mobiles,Mamaearth,358,451.18
500860,Realme Narzo,Mobiles,Samsung,2451,3612.12
500861,Realme Narzo,Mobiles,Prestige,1416,2037.84
500862,Realme Narzo,Mobiles,Penguin,1142,1579.04
500863,Realme Narzo,Mobiles,Mamaearth,1114,1485.08
500864,Realme Narzo,Mobiles,Nike,1131,1473.2
500865,Realme Narzo,Mobiles,Boat,450,590.59
500866,Realme Narzo,Mobiles,Dettol,2002,2471.13
500867,Realme Narzo,Mobiles,Nike,1363,1850.16
500868,Realme Narzo,Mobiles,Puma,1388,1735.62
500869,Realme Narzo,Mobiles,Puma,358,443.37
500870,Realme Narzo,Mobiles,Boat,1978,2844.93
500871,Realme Narzo,Mobiles,Boat,351,468.16
500872,Realme Narzo,Mobiles,Nike,1256,1787.67
500873,Realme Narzo,Mobiles,Philips,2199,2830.55
500874,Realme Narzo,Mobiles,Boat,695,845.91
500875,Realme Narzo,Mobiles,Philips,2087,2959.58
500876,Realme Narzo,Mobiles,Nike,1954,2801.89
500877,Realme Narzo,Mobiles,Dettol,1954,2634.06
500878,Realme Narzo,Mobiles,Penguin,1710,2412.7
500879,Realme Narzo,Mobiles,Puma,344,464.18
500880,Realme Narzo,Mobiles,Penguin,2078,2824.92
500881,Realme Narzo,Mobiles,Mamaearth,1317,1798.11
500882,Realme Narzo,Mobiles,Samsung,320,391.29
500883,Realme Narzo,Mobiles,Boat,1865,2528.57
500884,Realme Narzo,Mobiles,Dettol,1766,2487.59
500885,Realme Narzo,Mobiles,Dettol,229,305.64
500886,Realme Narzo,Mobiles,Penguin,1629,1996.67
500887,Realme Narzo,Mobiles,Puma,733,1052.18
500888,Realme Narzo,Mobiles,Penguin,703,955.53
500889,Realme Narzo,Mobiles,Philips,1073,1389.91
500890,Realme Narzo,Mobiles,Mamaearth,1728,2327.31
500891,Realme Narzo,Mobiles,Penguin,2164,2751.55
500892,Realme Narzo,Mobiles,Samsung,1797,2435.62
500893,Realme Narzo,Mobiles,Himalaya,2436,3229.33
500894,Realme Narzo,Mobiles,Nike,2051,2545.63
500895,Realme Narzo,Mobiles,Apple,157,229.42
500896,Realme Narzo,Mobiles,Himalaya,2375,2991.52
500897,Realme Narzo,Mobiles,Puma,2273,2934.26
500898,Realme Narzo,Mobiles,Samsung,936,1205.55
500899,Realme Narzo,Mobiles,Himalaya,2264,3121.7
500900,Realme Narzo,Mobiles,Himalaya,2140,2828.53
500901,OnePlus Nord,Mobiles,Apple,1987,2552.33
500902,OnePlus Nord,Mobiles,Boat,1566,1879.97
500903,OnePlus Nord,Mobiles,Apple,2232,3289.58
500904,OnePlus Nord,Mobiles,Himalaya,1461,1899.03
500905,OnePlus Nord,Mobiles,Boat,1479,2007.29
500906,OnePlus Nord,Mobiles,Apple,763,1056.34
500907,OnePlus Nord,Mobiles,Nike,1344,1642.01
500908,OnePlus Nord,Mobiles,Himalaya,975,1280.61
500909,OnePlus Nord,Mobiles,Penguin,2158,2979.29
500910,OnePlus Nord,Mobiles,Nike,2025,2752.53
500911,OnePlus Nord,Mobiles,Samsung,664,940.91
500912,OnePlus Nord,Mobiles,Puma,1675,2352.25
500913,OnePlus Nord,Mobiles,Puma,1205,1706.43
500914,OnePlus Nord,Mobiles,Philips,668,875.1
500915,OnePlus Nord,Mobiles,Samsung,1675,2182.46
500916,OnePlus Nord,Mobiles,Himalaya,877,1182.91
500917,OnePlus Nord,Mobiles,Himalaya,1468,1787.56
500918,OnePlus Nord,Mobiles,Puma,2012,2440.68
500919,OnePlus Nord,Mobiles,Dettol,2378,2975.23
500920,OnePlus Nord,Mobiles,Samsung,1735,2439.85
500921,OnePlus Nord,Mobiles,Samsung,2392,3232.49
500922,OnePlus Nord,Mobiles,Prestige,906,1330.52
500923,OnePlus Nord,Mobiles,Puma,1433,1955.37
500924,OnePlus Nord,Mobiles,Samsung,896,1194.02
500925,OnePlus Nord,Mobiles,Boat,1002,1389.23
500926,OnePlus Nord,Mobiles,Dettol,2118,2556.53
500927,OnePlus Nord,Mobiles,Nike,2265,3239.99
500928,OnePlus Nord,Mobiles,Philips,1652,2349.32
500929,OnePlus Nord,Mobiles,Apple,2223,3076.83
500930,OnePlus Nord,Mobiles,Mamaearth,1766,2642.07
500931,OnePlus Nord,Mobiles,Apple,724,885.39
500932,OnePlus Nord,Mobiles,Prestige,903,1353.25
500933,OnePlus Nord,Mobiles,Boat,1283,1771.92
500934,OnePlus Nord,Mobiles,Boat,1831,2451.12
500935,OnePlus Nord,Mobiles,Himalaya,2419,3445.65
500936,OnePlus Nord,Mobiles,Penguin,534,653.45
500937,OnePlus Nord,Mobiles,Mamaearth,1378,1828.63
500938,OnePlus Nord,Mobiles,Apple,982,1250.23
500939,OnePlus Nord,Mobiles,Penguin,1019,1352.93
500940,OnePlus Nord,Mobiles,Samsung,2042,2639.39
500941,OnePlus Nord,Mobiles,Prestige,1889,2351.15
500942,OnePlus Nord,Mobiles,Apple,1472,1809.85
500943,OnePlus Nord,Mobiles,Philips,2082,2857.66
500944,OnePlus Nord,Mobiles,Mamaearth,172,229.66
500945,OnePlus Nord,Mobiles,Dettol,2140,3101.19
500946,OnePlus Nord,Mobiles,Apple,747,1005.62
500947,OnePlus Nord,Mobiles,Himalaya,1114,1571.71
500948,OnePlus Nord,Mobiles,Philips,1065,1361.92
500949,OnePlus Nord,Mobiles,Apple,774,989.76
500950,OnePlus Nord,Mobiles,Apple,662,828.9
500951,OnePlus Nord,Mobiles,Apple,2413,3389.36
500952,OnePlus Nord,Mobiles,Dettol,215,260.77
500953,OnePlus Nord,Mobiles,Boat,1212,1525.09
500954,OnePlus Nord,Mobiles,Penguin,1813,2525.54
500955,OnePlus Nord,Mobiles,Penguin,1387,1944.69
500956,OnePlus Nord,Mobiles,Samsung,870,1276.42
500957,OnePlus Nord,Mobiles,Puma,1329,1912.84
500958,OnePlus Nord,Mobiles,Boat,1575,2138.75
500959,OnePlus Nord,Mobiles,Boat,1812,2377.9
500960,OnePlus Nord,Mobiles,Philips,590,774.98
500961,OnePlus Nord,Mobiles,Puma,2454,3431.23
500962,OnePlus Nord,Mobiles,Dettol,1391,1798.27
500963,OnePlus Nord,Mobiles,Apple,1924,2844.35
500964,OnePlus Nord,Mobiles,Philips,2124,2792.16
500965,OnePlus Nord,Mobiles,Mamaearth,185,246.28
500966,OnePlus Nord,Mobiles,Philips,2302,3103.63
500967,OnePlus Nord,Mobiles,Boat,2415,3052.0
500968,OnePlus Nord,Mobiles,Penguin,529,711.6
500969,OnePlus Nord,Mobiles,Penguin,983,1412.73
500970,OnePlus Nord,Mobiles,Dettol,1475,2185.0
500971,OnePlus Nord,Mobiles,Nike,1230,1590.44
500972,OnePlus Nord,Mobiles,Puma,1888,2787.01
500973,OnePlus Nord,Mobiles,Mamaearth,2125,2962.0
500974,OnePlus Nord,Mobiles,Nike,445,567.59
500975,OnePlus Nord,Mobiles,Boat,2267,3356.28
