feedback_id,customer_id,product_id,rating_stars,sentiment,delivery_status,feedback_date,order_value
603131,106313,500757,2,Neutral,On Time,2024-06-24 23:46:10,2282
603132,103862,502872,5,Positive,Delayed,2024-06-19 09:54:24,611
603133,105891,500510,3,Neutral,On Time,2024-11-03 06:21:37,4872
603134,110540,501790,5,Positive,Slightly Delayed,2024-05-23 23:52:49,2430
603135,100748,502461,1,Positive,On Time,2025-11-12 15:53:47,2392
603136,105326,501380,4,Positive,Slightly Delayed,2025-12-03 08:31:18,5923
603137,102791,501757,3,Positive,On Time,2024-07-15 14:54:33,5256
603138,104787,501995,3,Neutral,Slightly Delayed,2024-02-29 06:53:15,2819
603139,104288,502309,1,Positive,Slightly Delayed,2025-04-22 07:29:45,400
603140,112672,501416,3,Positive,On Time,2024-12-21 19:07:53,5982
603141,117260,501997,3,Positive,On Time,2025-07-28 13:57:27,4829
603142,108488,501436,3,Neutral,Slightly Delayed,2025-07-10 21:19:58,1301
603143,116324,502747,1,Positive,On Time,2024-12-31 15:46:08,3885
603144,107499,501965,5,Positive,On Time,2025-11-17 17:17:08,5404
603145,100622,502587,1,Positive,On Time,2024-11-25 18:57:52,3326
603146,112308,501185,1,Positive,Delayed,2024-04-28 02:10:30,1487
603147,107973,500976,1,Positive,Slightly Delayed,2025-08-30 23:25:08,776
603148,107925,500905,3,Positive,Slightly Delayed,2024-03-13 18:06:34,4666
603149,111877,502175,2,Neutral,Slightly Delayed,2024-05-31 08:43:15,4848
603150,101421,500640,2,Positive,On Time,2025-02-01 00:16:46,5805
603151,100540,500276,4,Positive,On Time,2025-05-25 12:38:15,3956
603152,101772,501724,3,Positive,On Time,2025-07-12 13:13:09,2323
603153,117444,500193,2,Positive,On Time,2024-12-21 18:19:58,1636
603154,101531,502936,5,Positive,On Time,2025-06-26 16:17:06,1772
603155,114382,500064,3,Positive,On Time,2025-05-20 22:09:50,3365
603156,111193,501447,4,Neutral,Slightly Delayed,2025-10-30 15:29:13,3321
603157,117369,503134,3,Positive,Delayed,2025-05-04 05:00:27,4334
603158,107883,502589,2,Positive,Slightly Delayed,2025-04-22 21:26:36,1363
603159,115558,500888,5,Neutral,On Time,2024-11-14 10:06:38,5852
603160,112540,501581,3,Positive,Slightly Delayed,2025-05-20 02:55:56,360
603161,114738,501034,1,Negative,Slightly Delayed,2025-01-13 01:21:17,1661
603162,114663,503436,1,Positive,On Time,2024-02-05 16:25:49,884
603163,113525,503479,4,Negative,On Time,2024-09-08 05:14:10,2110
603164,102701,501890,3,Positive,Slightly Delayed,2024-02-05 20:04:55,3891
603165,106759,500381,3,Positive,Delayed,2025-11-29 04:41:44,5139
603166,103657,501364,3,Positive,On Time,2024-01-03 02:59:07,784
603167,101569,501890,2,Positive,On Time,2024-12-22 19:22:36,3916
603168,113272,500458,5,Neutral,On Time,2024-09-03 14:22:38,1361
603169,114043,502267,2,Positive,Delayed,2025-07-16 11:31:14,4485
603170,113305,500173,1,Positive,On Time,2025-06-12 12:49:00,2903
603171,111948,501998,4,Neutral,Slightly Delayed,2024-03-28 19:15:03,2098
603172,111620,501923,2,Positive,On Time,2024-06-28 00:43:05,4739
603173,106254,502305,1,Positive,On Time,2025-10-06 16:33:09,3703
603174,101397,500135,5,Negative,Slightly Delayed,2024-08-03 10:51:43,1693
603175,100970,502619,2,Positive,On Time,2024-07-25 11:16:15,1111
603176,100599,501144,4,Positive,On Time,2024-11-03 15:50:51,4689
603177,103518,501143,2,Neutral,Delayed,2024-03-11 06:28:25,3458
603178,103233,500052,1,Positive,On Time,2025-02-22 14:03:55,2821
603179,114646,503211,3,Positive,On Time,2024-11-25 08:12:49,519
603180,115688,501213,5,Positive,Slightly Delayed,2024-08-13 00:26:08,1858
603181,115983,502387,2,Neutral,Slightly Delayed,2025-04-05 00:36:09,5084
603182,117490,502650,1,Negative,On Time,2025-02-01 23:57:36,4491
603183,110840,502220,5,Positive,On Time,2025-02-17 11:28:29,4000
603184,106484,501766,1,Neutral,Delayed,2025-03-02 00:44:11,5804
603185,106468,501054,5,Negative,On Time,2025-01-10 16:43:20,1798
603186,110327,502027,4,Neutral,Slightly Delayed,2024-11-30 17:58:11,2676
603187,109800,500238,4,Negative,On Time,2025-09-08 20:30:34,5249
603188,102509,501114,1,Negative,On Time,2024-03-22 21:39:44,1540
603189,105012,501362,2,Neutral,On Time,2024-01-21 09:27:17,1838
603190,113067,502550,1,Positive,On Time,2025-03-16 09:22:41,4850
603191,115687,500557,1,Positive,On Time,2025-07-30 03:48:46,2611
603192,101713,501565,2,Positive,On Time,2025-12-13 19:28:43,2719
603193,116814,502705,5,Positive,On Time,2025-11-06 22:36:36,4844
603194,106268,500480,1,Neutral,On Time,2024-07-17 12:07:18,4940
603195,101464,501527,4,Positive,Delayed,2024-07-14 14:52:36,4904
603196,117475,501396,2,Positive,On Time,2024-04-16 01:35:57,3488
603197,110027,502707,4,Positive,On Time,2025-09-26 12:06:51,2946
603198,111774,503296,3,Negative,Delayed,2025-08-09 02:59:44,4303
603199,103278,501413,2,Positive,On Time,2025-08-08 23:19:45,978
603200,106259,501546,3,Negative,On Time,2024-08-13 09:36:40,1616
603201,113268,502416,3,Positive,On Time,2024-02-05 04:21:05,4071
603202,114114,502598,2,Positive,On Time,2024-09-08 01:01:47,2968
603203,116661,502147,4,Positive,On Time,2024-03-28 16:52:56,5093
603204,106224,501777,2,Positive,On Time,2025-04-27 05:38:58,5054
603205,102617,502565,2,Positive,On Time,2024-01-22 10:30:13,3666
603206,103295,502076,2,Positive,On Time,2025-12-16 16:07:52,3361
603207,113192,500659,3,Neutral,On Time,2025-12-11 04:35:11,5693
603208,114359,500337,1,Positive,On Time,2024-01-15 01:03:07,2611
603209,107038,500140,5,Neutral,Slightly Delayed,2025-06-24 20:52:18,4979
603210,111797,503483,3,Positive,On Time,2024-04-11 06:00:53,5684
603211,115241,501542,3,Positive,Delayed,2024-04-13 17:45:31,1331
603212,114884,503471,4,Positive,On Time,2024-05-29 16:59:28,1162
603213,102459,502370,3,Neutral,On Time,2024-07-30 05:54:19,2677
603214,104581,500580,5,Positive,On Time,2025-05-13 17:34:06,2243
603215,114765,502909,1,Positive,Delayed,2024-01-02 08:03:49,5340
603216,103892,501896,3,Neutral,Slightly Delayed,2024-02-17 00:03:10,2726
603217,112236,501808,5,Positive,On Time,2024-02-22 15:23:53,5467
603218,115540,502218,5,Positive,Delayed,2024-05-05 10:21:02,840
603219,105664,501711,1,Neutral,Slightly Delayed,2024-11-03 09:14:20,5280
603220,110378,502800,4,Neutral,On Time,2024-12-01 08:15:15,318
603221,108290,500355,3,Neutral,On Time,2025-10-24 15:12:15,1551
603222,107760,503091,4,Positive,Delayed,2025-02-15 00:43:57,5038
603223,109933,501982,4,Positive,On Time,2025-03-27 13:45:31,2906
603224,104619,500611,3,Neutral,On Time,2025-09-14 17:56:08,1135
603225,108615,502950,4,Positive,Delayed,2025-07-26 21:32:52,4748
603226,100617,502471,3,Negative,On Time,2025-02-22 21:43:05,3903
603227,110144,502491,1,Negative,On Time,2024-12-27 18:05:18,1838
603228,109559,502664,3,Positive,On Time,2024-04-18 11:46:14,2143
603229,101481,502191,3,Neutral,Slightly Delayed,2025-02-19 10:10:33,2497
603230,100994,502754,4,Neutral,On Time,2024-12-30 21:37:24,3256
603231,111634,502340,5,Positive,Delayed,2024-01-10 16:00:38,4518
603232,115969,501495,1,Neutral,On Time,2025-10-14 00:07:11,4510
603233,107079,502159,2,Positive,On Time,2025-11-06 07:07:09,541
603234,113005,500682,4,Negative,On Time,2025-01-16 00:28:58,342
603235,103425,503034,4,Positive,On Time,2025-02-23 12:17:04,3157
603236,104260,503048,3,Positive,On Time,2024-05-26 05:22:50,5569
603237,106207,500948,3,Positive,On Time,2025-05-11 02:53:37,1313
603238,102494,502309,3,Negative,On Time,2025-05-12 02:13:21,5422
603239,114021,500921,2,Positive,Delayed,2024-08-18 20:04:50,2989
603240,100386,503487,2,Positive,On Time,2024-02-07 11:17:55,5540
603241,103375,500518,5,Positive,Delayed,2024-06-30 03:20:02,2889
603242,103408,502881,5,Positive,On Time,2025-04-02 00:50:50,4655
603243,109127,501725,4,Neutral,On Time,2025-06-01 12:09:02,2983
603244,115009,501162,5,Positive,On Time,2025-01-12 07:54:31,3093
603245,101607,502965,4,Positive,On Time,2024-12-16 17:07:20,2777
603246,115680,500433,5,Positive,Delayed,2025-06-15 23:49:31,3513
603247,114532,502651,4,Neutral,On Time,2025-05-06 19:35:26,1798
603248,103067,501793,5,Positive,Delayed,2024-08-09 20:25:23,4312
603249,102992,500584,2,Positive,On Time,2024-05-08 12:23:50,3949
603250,107525,501677,1,Neutral,On Time,2024-01-12 00:30:59,2901
603251,116355,502793,3,Positive,On Time,2025-10-22 13:08:33,811
603252,111103,503250,1,Negative,Slightly Delayed,2024-01-28 12:09:41,865
603253,102086,501237,4,Positive,On Time,2024-09-17 12:52:59,2526
603254,108209,502956,1,Positive,On Time,2024-04-16 21:37:20,3622
603255,112937,501934,5,Positive,Slightly Delayed,2025-06-01 22:23:44,4456
603256,111848,500184,3,Negative,On Time,2024-02-28 01:35:00,1350
603257,109435,501645,2,Positive,Slightly Delayed,2025-06-15 16:46:23,4875
603258,107986,501044,1,Positive,Delayed,2024-09-02 01:46:32,4487
603259,109481,501455,2,Positive,On Time,2024-02-08 01:53:25,2663
603260,110208,503198,3,Positive,On Time,2025-03-18 22:02:49,2919
603261,109990,502024,2,Positive,On Time,2025-01-31 18:15:35,2516
603262,117695,502965,2,Positive,On Time,2025-09-02 00:43:04,5832
603263,104496,501764,2,Neutral,On Time,2025-01-20 02:36:44,1944
603264,101742,502718,2,Positive,On Time,2025-01-10 10:51:08,4539
603265,102446,502000,5,Neutral,Slightly Delayed,2024-09-05 23:11:39,1218
603266,109764,502617,3,Negative,On Time,2024-07-06 21:35:36,3094
603267,107155,501117,5,Positive,On Time,2024-07-21 00:55:24,2197
603268,117903,500360,2,Negative,On Time,2024-01-03 18:03:22,1849
603269,115542,500655,5,Positive,On Time,2025-05-28 21:07:31,1957
603270,108374,503104,3,Positive,On Time,2024-04-14 07:37:56,2366
603271,106788,502233,3,Positive,On Time,2025-11-27 19:20:59,1072
603272,109742,503362,2,Positive,On Time,2025-11-07 17:11:09,5337
603273,107957,502115,3,Neutral,On Time,2024-09-03 02:39:24,2181
603274,110430,502347,2,Negative,On Time,2025-04-25 03:43:18,2924
603275,107713,501652,1,Positive,Delayed,2024-11-02 23:22:41,4698
603276,113879,502755,4,Positive,On Time,2024-08-13 20:50:42,4364
603277,115067,500540,5,Negative,On Time,2025-03-11 02:46:19,967
603278,111287,501210,5,Positive,On Time,2024-09-18 19:25:33,4492
603279,111355,502324,3,Neutral,On Time,2025-03-03 23:48:12,5237
603280,100677,502577,3,Negative,On Time,2025-10-11 09:24:42,2639
603281,112692,500457,3,Positive,On Time,2025-03-26 06:14:00,3872
603282,107347,500088,2,Negative,On Time,2025-12-11 07:44:27,1071
603283,111198,502691,5,Positive,Slightly Delayed,2024-10-19 05:31:36,4537
603284,101753,502949,5,Positive,Slightly Delayed,2024-04-22 06:56:01,5145
603285,103055,501100,3,Positive,Delayed,2024-05-16 12:17:12,2870
603286,117538,500567,3,Positive,Delayed,2024-05-01 21:08:03,5671
603287,111420,501540,2,Positive,On Time,2025-10-05 01:21:03,446
603288,114483,503267,4,Neutral,Slightly Delayed,2024-06-06 15:01:40,2856
603289,113388,501712,5,Negative,On Time,2025-11-13 08:50:59,2340
603290,116141,500359,3,Neutral,On Time,2025-10-20 13:51:28,1894
603291,116561,502193,4,Positive,On Time,2025-09-23 18:43:17,2413
603292,105356,500159,1,Positive,Slightly Delayed,2025-08-26 20:35:09,1387
603293,115066,503201,4,Positive,Slightly Delayed,2025-10-25 03:52:54,1840
603294,115694,500068,5,Positive,On Time,2025-07-03 16:30:11,4359
603295,103712,500437,3,Positive,On Time,2025-05-15 22:28:54,3764
603296,114056,500959,3,Positive,Delayed,2024-01-20 13:30:59,2027
603297,109151,502355,1,Neutral,On Time,2024-12-12 22:02:14,3904
603298,113488,502492,5,Negative,Slightly Delayed,2025-05-06 14:47:00,1510
603299,105895,501749,3,Positive,On Time,2025-12-19 18:33:48,2634
603300,102375,502073,3,Positive,On Time,2025-10-06 08:42:46,5928
603301,105210,501079,1,Negative,On Time,2025-02-01 20:49:10,2420
603302,101694,500693,4,Positive,Delayed,2024-10-03 05:11:27,1249
603303,106767,500656,4,Neutral,Delayed,2024-06-11 22:36:01,5774
603304,112681,503471,3,Positive,On Time,2024-03-22 05:13:12,2732
603305,115743,502964,3,Negative,Delayed,2025-11-20 15:43:39,4747
603306,115260,502097,4,Positive,Slightly Delayed,2025-10-26 14:59:15,2923
603307,117997,502768,1,Positive,Slightly Delayed,2025-12-23 13:56:01,5320
603308,117533,500803,4,Neutral,On Time,2024-12-08 04:19:33,4522
603309,103061,502681,1,Neutral,On Time,2024-01-08 15:35:22,1271
603310,105656,500323,5,Positive,On Time,2024-07-19 11:47:26,4713
603311,106352,501130,2,Neutral,On Time,2024-09-28 15:13:39,4471
603312,105942,503244,5,Positive,On Time,2025-06-06 07:12:12,2734
603313,112243,500821,2,Neutral,On Time,2024-10-29 15:26:16,3039
603314,113828,501967,5,Positive,On Time,2024-11-05 00:45:42,5922
603315,104502,501880,5,Neutral,On Time,2024-10-04 16:13:13,3659
603316,100699,500189,1,Neutral,On Time,2025-03-29 12:04:16,4719
603317,101740,500706,5,Neutral,On Time,2025-10-28 17:10:59,584
603318,100509,502868,3,Positive,On Time,2024-01-02 17:15:36,1080
603319,100683,500941,4,Positive,Delayed,2025-11-21 01:09:42,1620
603320,115227,500878,2,Positive,On Time,2024-11-25 02:29:52,1237
603321,114632,503401,5,Positive,On Time,2024-07-27 19:28:11,3603
603322,107384,502834,4,Negative,Delayed,2024-10-31 17:09:50,2458
603323,103582,503362,4,Negative,On Time,2024-05-04 11:20:19,2485
603324,117731,501958,5,Positive,On Time,2024-01-17 17:09:27,2076
603325,103399,501476,3,Positive,On Time,2025-11-09 01:23:55,1878
603326,102486,501228,1,Positive,On Time,2025-08-16 03:27:39,2058
603327,104333,501760,4,Positive,Slightly Delayed,2024-03-04 02:34:37,5855
603328,105570,500627,1,Neutral,On Time,2025-05-27 00:13:42,5453
603329,106094,503010,2,Positive,On Time,2024-09-28 10:14:50,2342
603330,112278,501736,1,Positive,On Time,2024-04-23 18:40:18,4277
603331,110967,502627,5,Neutral,Slightly Delayed,2024-12-24 03:40:55,438
603332,106224,502198,3,Positive,On Time,2025-08-06 19:58:12,5132
603333,112080,503053,3,Neutral,Delayed,2024-11-14 16:30:53,5911
603334,104080,501286,2,Positive,On Time,2024-07-19 16:04:18,4679
603335,115217,502453,4,Negative,On Time,2025-10-08 23:18:48,2858
603336,104004,502158,3,Positive,On Time,2024-05-01 09:35:09,1047
603337,117444,502110,4,Neutral,Slightly Delayed,2025-07-22 22:28:28,1548
603338,109321,501680,4,Neutral,Slightly Delayed,2025-12-03 03:59:30,4079
603339,114903,500391,3,Negative,On Time,2025-12-22 04:45:14,2566
603340,115329,501497,4,Positive,On Time,2025-06-18 05:34:18,2863
603341,113741,501276,4,Negative,On Time,2024-09-01 03:22:38,966
603342,110219,502774,3,Neutral,On Time,2024-01-04 20:13:16,523
603343,101749,500663,1,Positive,On Time,2025-06-18 06:23:10,2011
603344,117020,500236,3,Neutral,On Time,2025-09-26 17:42:10,1430
603345,113259,502184,4,Negative,On Time,2024-06-21 22:48:04,1999
603346,106352,501224,2,Positive,On Time,2024-05-14 22:59:38,4990
603347,107554,500946,1,Positive,On Time,2025-03-03 02:45:25,5277
603348,117716,503280,1,Positive,Delayed,2024-02-06 08:07:08,5217
603349,101148,503414,4,Positive,On Time,2025-05-19 03:07:30,4324
603350,101860,501608,5,Positive,On Time,2024-05-25 12:50:16,1976
603351,108255,502434,1,Negative,On Time,2024-01-06 09:15:55,3267
603352,101936,503349,2,Positive,On Time,2025-02-17 09:43:04,2900
603353,104277,501386,3,Positive,On Time,2024-07-01 04:45:05,5774
603354,114578,501708,5,Positive,Slightly Delayed,2025-12-16 08:45:32,547
603355,103898,501827,5,Negative,On Time,2024-12-11 16:53:24,1587
603356,102166,503067,4,Neutral,On Time,2025-12-26 20:53:54,673
603357,115568,500424,2,Negative,On Time,2024-09-29 06:19:57,1554
603358,108345,501083,1,Positive,On Time,2025-12-28 20:41:40,1957
603359,106515,502135,2,Positive,On Time,2025-03-15 08:52:31,2037
603360,117950,503084,3,Negative,On Time,2025-07-29 16:02:37,5256
603361,112261,500680,5,Positive,Delayed,2024-08-22 08:20:58,1253
603362,101438,502365,3,Neutral,Delayed,2025-01-08 03:22:31,2520
603363,114035,501930,2,Neutral,On Time,2025-01-17 05:43:47,1569
603364,104516,502600,1,Positive,Delayed,2025-02-15 10:51:24,1948
603365,112072,501288,3,Positive,On Time,2024-09-05 21:54:19,1482
603366,112656,502794,1,Positive,On Time,2024-01-23 11:33:47,702
603367,102050,502963,2,Positive,On Time,2025-11-22 01:40:06,1146
603368,115007,501900,5,Positive,On Time,2025-09-13 07:54:28,4994
603369,116325,501627,4,Neutral,Slightly Delayed,2025-12-06 08:09:00,3083
603370,100670,500814,3,Neutral,Slightly Delayed,2025-08-23 15:02:12,3970
603371,115975,502511,1,Positive,On Time,2025-06-27 17:03:29,5439
603372,106168,503388,2,Positive,On Time,2024-08-05 22:05:50,5396
603373,101823,500199,1,Positive,Slightly Delayed,2024-08-24 21:26:47,3123
603374,111224,500417,4,Positive,Slightly Delayed,2025-05-20 14:28:03,4875
603375,105528,500192,3,Neutral,On Time,2025-11-10 03:16:38,4645
603376,113406,502663,3,Positive,On Time,2024-01-06 12:00:52,2752
603377,115358,502405,2,Positive,Slightly Delayed,2024-01-09 11:23:06,3970
603378,115687,501013,5,Positive,Delayed,2024-06-19 21:36:21,2060
603379,114354,500554,3,Positive,Delayed,2024-01-19 22:12:55,1054
603380,102708,501588,1,Negative,On Time,2024-06-11 02:48:37,2213
603381,105226,501000,1,Positive,On Time,2025-07-01 00:04:47,1258
603382,101721,502815,2,Positive,Slightly Delayed,2025-10-17 15:42:40,3912
603383,100433,502012,4,Positive,On Time,2024-01-06 17:50:08,1584
603384,113761,500033,4,Negative,On Time,2025-07-29 18:51:16,900
603385,102990,502348,1,Negative,On Time,2025-06-19 23:17:06,326
603386,102687,500873,4,Negative,On Time,2025-10-02 17:08:35,4895
603387,117475,501355,5,Positive,On Time,2024-06-21 14:32:33,344
603388,103870,503354,5,Positive,Slightly Delayed,2024-07-14 05:17:52,2287
603389,108380,503384,5,Positive,On Time,2025-12-18 08:26:14,3732
603390,102358,502741,3,Positive,On Time,2024-12-27 04:11:56,1478
603391,100297,502048,3,Neutral,On Time,2024-12-24 05:09:06,3858
603392,114101,502158,2,Positive,Delayed,2025-09-28 18:57:12,750
603393,116072,501742,5,Neutral,On Time,2024-10-06 21:31:03,3741
603394,113648,502261,5,Positive,Slightly Delayed,2025-02-27 17:42:21,2819
603395,112278,503394,2,Positive,On Time,2025-12-23 03:51:31,1088
603396,111296,502762,2,Positive,On Time,2025-08-04 08:22:07,3825
603397,116997,501397,5,Neutral,On Time,2024-03-27 14:15:16,3391
603398,100601,502539,4,Positive,On Time,2024-07-27 16:18:16,3142
603399,112867,503356,3,Positive,Slightly Delayed,2024-05-07 08:08:09,1362
603400,109933,500062,4,Negative,On Time,2024-10-27 18:57:15,5563
603401,112516,502890,1,Positive,Slightly Delayed,2025-01-31 23:59:32,1347
603402,108529,502298,4,Positive,Delayed,2024-05-01 18:40:18,1384
603403,115658,502422,4,Positive,On Time,2024-03-09 18:02:03,2180
603404,100386,501472,1,Positive,On Time,2025-11-03 18:22:14,2004
603405,117107,501449,2,Neutral,On Time,2024-06-15 01:15:27,3649
603406,115362,500276,4,Positive,On Time,2024-01-07 17:02:21,1295
603407,115726,503092,1,Neutral,On Time,2024-01-01 06:54:44,1630
603408,106328,501305,1,Negative,Delayed,2025-08-02 05:55:36,2236
603409,108903,501482,2,Positive,On Time,2025-01-16 01:43:57,3925
603410,107826,501110,4,Negative,Delayed,2024-12-04 17:51:08,2867
603411,102954,502540,4,Positive,On Time,2024-08-01 19:40:20,3041
603412,106809,501470,1,Neutral,On Time,2024-08-12 01:33:55,3372
603413,113282,501801,3,Positive,On Time,2024-12-19 22:56:25,3603
603414,115563,500589,3,Positive,On Time,2024-12-15 04:53:43,531
603415,117747,500493,2,Neutral,Delayed,2024-09-27 14:50:20,3116
603416,100074,500357,5,Neutral,Slightly Delayed,2024-01-17 19:54:37,4382
603417,114637,503477,4,Positive,On Time,2025-01-10 19:20:35,2809
603418,108568,501091,5,Neutral,On Time,2024-06-10 20:49:32,3128
603419,100677,503012,1,Positive,Slightly Delayed,2025-03-02 07:47:30,5075
603420,115819,500052,3,Positive,On Time,2024-02-01 00:03:00,4215
603421,113295,500929,3,Neutral,On Time,2025-08-25 23:43:55,2307
603422,116303,500709,4,Neutral,On Time,2025-06-07 13:13:42,1173
603423,109275,500707,4,Neutral,On Time,2024-04-13 16:45:34,5497
603424,115464,501931,4,Positive,On Time,2025-11-03 10:34:56,772
603425,117641,501282,1,Positive,Slightly Delayed,2024-09-21 10:24:32,5262
603426,103565,501525,4,Positive,On Time,2024-11-19 10:07:39,3969
603427,100363,501607,5,Negative,On Time,2024-11-10 06:07:27,866
603428,114691,502410,3,Positive,On Time,2025-10-07 18:43:08,4770
603429,107288,500446,5,Positive,On Time,2025-06-20 08:01:22,467
603430,105192,503348,4,Positive,On Time,2024-11-17 02:13:56,4183
603431,110441,501220,5,Positive,On Time,2025-09-09 14:09:31,5927
603432,103942,500840,3,Neutral,On Time,2024-04-06 17:46:41,4725
603433,113808,502424,5,Neutral,On Time,2025-05-08 03:44:00,3631
603434,103596,502194,2,Positive,Slightly Delayed,2024-03-06 02:38:46,1547
603435,107210,501709,1,Positive,Delayed,2024-04-26 23:27:48,1365
603436,117507,502499,4,Positive,On Time,2025-02-03 17:12:54,1755
603437,103376,502692,5,Positive,Delayed,2025-01-21 06:44:22,533
603438,109989,500324,4,Negative,On Time,2024-05-16 11:54:46,1105
603439,109456,500609,3,Positive,On Time,2024-01-10 20:20:48,4364
603440,113292,501546,1,Neutral,On Time,2024-10-12 14:30:42,2058
603441,117372,500177,2,Positive,On Time,2025-10-18 19:08:36,1227
603442,116814,501047,3,Positive,On Time,2024-01-18 19:06:14,4586
603443,110296,500678,3,Positive,On Time,2025-11-22 10:02:19,4169
603444,108125,500445,4,Neutral,On Time,2024-10-30 20:39:36,5407
603445,101037,503348,4,Negative,On Time,2024-06-20 13:11:41,3006
603446,101587,503406,5,Positive,On Time,2024-04-05 19:03:01,907
603447,109588,502638,5,Negative,On Time,2025-05-06 02:37:07,960
603448,107750,502107,4,Negative,On Time,2024-04-28 12:12:06,3550
603449,100230,501868,3,Positive,On Time,2025-02-21 01:57:36,2701
603450,116811,500648,3,Positive,On Time,2024-12-11 20:04:05,4073
603451,112358,501743,3,Neutral,Slightly Delayed,2025-06-10 09:20:19,1095
603452,113548,501400,3,Positive,On Time,2024-04-10 10:26:02,441
603453,101458,500706,3,Neutral,On Time,2024-11-18 13:40:03,4470
603454,112357,502563,3,Negative,On Time,2025-09-27 18:17:39,837
603455,105818,503195,2,Positive,On Time,2025-01-25 23:00:45,3398
603456,110580,502049,3,Neutral,On Time,2025-07-09 15:27:44,918
603457,101699,500416,3,Positive,On Time,2024-01-11 00:21:56,5820
603458,111140,502507,5,Neutral,On Time,2024-04-11 16:20:48,2693
603459,108560,500350,4,Positive,On Time,2025-05-14 06:38:30,3841
603460,114600,500258,5,Positive,Slightly Delayed,2025-02-28 16:07:25,5442
603461,114419,502772,4,Neutral,Slightly Delayed,2024-04-05 13:18:47,4209
603462,105766,503191,3,Positive,Slightly Delayed,2025-08-03 00:17:36,1973
603463,117374,501193,3,Positive,On Time,2024-01-04 03:28:25,1457
603464,112647,501239,2,Neutral,On Time,2024-04-07 14:59:29,2802
603465,113752,502649,5,Neutral,Slightly Delayed,2024-10-26 07:04:33,4633
603466,116337,500428,5,Neutral,On Time,2025-03-15 21:46:16,5863
603467,103270,501841,1,Positive,On Time,2024-10-28 15:33:21,2539
603468,106561,502352,3,Positive,On Time,2025-01-08 16:19:42,5324
603469,117972,503092,5,Neutral,On Time,2024-09-10 11:44:43,3262
603470,103658,503406,3,Negative,On Time,2025-06-24 22:28:25,5972
603471,111394,503182,3,Positive,On Time,2024-02-28 23:13:01,768
603472,116843,500852,2,Neutral,Delayed,2024-08-28 10:33:23,2635
603473,101322,500758,4,Positive,On Time,2024-02-08 11:22:12,3018
603474,101916,503203,4,Positive,On Time,2025-08-26 19:44:26,3071
603475,108271,502701,3,Positive,Slightly Delayed,2024-11-23 19:22:53,1663
603476,116052,501124,4,Positive,On Time,2025-09-29 03:53:52,3032
603477,105090,501610,4,Neutral,On Time,2024-12-19 01:54:03,4420
603478,101883,500529,3,Neutral,On Time,2025-04-15 02:57:16,1365
603479,104112,502892,1,Positive,Slightly Delayed,2025-10-03 10:08:13,2064
603480,115260,502090,3,Negative,On Time,2024-05-09 16:51:16,5904
603481,104600,502783,4,Positive,On Time,2024-09-25 03:14:15,1481
603482,100623,500859,4,Positive,Delayed,2025-03-14 05:53:20,3354
603483,116822,503402,5,Positive,On Time,2025-10-30 12:58:57,2953
603484,106008,502927,2,Positive,On Time,2025-01-12 22:35:41,1661
603485,100237,502568,3,Positive,On Time,2025-04-08 04:18:17,5382
603486,104939,500652,5,Negative,On Time,2025-11-04 19:02:28,4700
603487,111989,502732,5,Neutral,Delayed,2024-11-29 02:47:05,1186
603488,100185,502844,5,Positive,On Time,2024-06-07 23:27:01,3760
603489,106522,501073,3,Positive,On Time,2024-09-12 18:15:54,4858
603490,104856,501534,4,Positive,Slightly Delayed,2024-05-21 20:18:25,2777
603491,108460,500272,4,Positive,On Time,2025-10-11 22:06:47,4973
603492,105935,502199,3,Positive,On Time,2025-06-07 15:17:20,5626
603493,113570,503244,2,Positive,On Time,2024-10-26 13:05:28,5324
603494,114126,501193,2,Neutral,On Time,2025-05-14 05:22:26,3133
603495,102142,501727,2,Positive,Slightly Delayed,2024-07-27 13:38:53,1630
603496,102495,502873,5,Positive,Delayed,2025-05-22 04:20:30,5626
603497,100842,501745,4,Neutral,On Time,2024-03-29 01:17:10,1182
603498,114479,502497,3,Positive,On Time,2024-04-16 00:44:44,5722
603499,116822,503099,2,Positive,On Time,2025-05-12 16:33:56,1150
603500,116943,500500,3,Negative,On Time,2024-04-04 00:51:46,350
603501,115512,500574,5,Neutral,On Time,2024-03-20 12:56:08,3062
603502,113511,503193,2,Neutral,Slightly Delayed,2025-10-11 12:47:23,2915
603503,100133,501729,1,Neutral,On Time,2024-04-04 15:41:53,865
603504,102397,502780,3,Negative,On Time,2024-11-02 19:39:27,3065
603505,111290,501810,2,Neutral,Slightly Delayed,2025-05-19 12:50:15,609
603506,115594,503248,2,Negative,On Time,2025-12-23 10:45:22,2385
603507,108645,502831,5,Positive,On Time,2025-06-15 11:29:42,3720
603508,107070,502540,1,Positive,Slightly Delayed,2025-02-19 20:53:45,4431
603509,101217,502257,5,Neutral,On Time,2025-02-20 07:38:11,4078
603510,112500,500829,5,Neutral,On Time,2024-06-25 10:41:38,346
603511,113933,501709,2,Positive,On Time,2025-06-11 12:16:39,3363
603512,117161,502461,2,Positive,On Time,2025-09-27 18:15:20,3662
603513,110019,500174,3,Positive,On Time,2025-02-08 00:46:50,3892
603514,109983,501208,2,Neutral,Slightly Delayed,2024-08-05 05:41:08,4211
603515,116344,500847,4,Positive,On Time,2024-06-26 17:02:22,2701
603516,110134,503323,4,Neutral,Delayed,2025-04-11 08:43:08,5341
