inventory_id,product_id,stock_received,stock_sold,damaged_stock,month,warehouse_city,closing_stock
904836,503154,137,68,22,2025-10,Mumbai,47
904837,501727,274,81,10,2025-04,Bangalore,183
904838,500913,305,113,8,2025-06,Pune,184
904839,501250,460,239,3,2024-06,Kolkata,218
904840,501232,263,347,15,2024-09,Delhi,-99
904841,502206,171,302,22,2024-08,Hyderabad,-153
904842,502218,193,121,14,2025-10,Bangalore,58
904843,501676,260,111,19,2024-11,Kolkata,130
904844,500689,555,386,6,2025-05,Pune,163
904845,502547,348,248,17,2025-03,Chennai,83
904846,500068,359,110,10,2025-08,Delhi,239
904847,501986,441,405,1,2025-03,Pune,35
904848,503244,339,188,11,2024-04,Bangalore,140
904849,502841,371,280,13,2025-05,Kolkata,78
904850,500155,461,95,5,2025-09,Bangalore,361
904851,501960,539,245,8,2024-01,Kolkata,286
904852,502961,591,345,21,2024-05,Chennai,225
904853,502994,573,266,23,2024-12,Kolkata,284
904854,503240,425,226,20,2024-04,Mumbai,179
904855,502341,419,228,0,2024-10,Delhi,191
904856,500402,313,142,22,2024-10,Pune,149
904857,500614,316,398,8,2025-07,Mumbai,-90
904858,502178,257,384,18,2024-11,Pune,-145
904859,503075,265,224,23,2025-04,Pune,18
904860,501541,109,250,21,2024-08,Bangalore,-162
904861,500875,325,55,23,2024-09,Pune,247
904862,502278,224,220,1,2025-11,Pune,3
904863,500360,492,359,21,2025-11,Pune,112
904864,503052,491,349,15,2025-03,Delhi,127
904865,502620,523,390,7,2025-01,Kolkata,126
904866,500041,206,316,23,2024-12,Chennai,-133
904867,502629,343,124,8,2024-04,Pune,211
904868,501135,228,62,6,2024-10,Kolkata,160
904869,501358,563,172,8,2025-10,Chennai,383
904870,502610,557,223,12,2024-12,Chennai,322
904871,501218,448,79,8,2024-04,Mumbai,361
904872,500222,182,66,16,2024-09,Hyderabad,100
904873,501123,565,392,17,2024-02,Pune,156
904874,500940,179,174,0,2024-08,Mumbai,5
904875,502979,558,148,22,2025-09,Mumbai,388
904876,502083,417,119,3,2025-03,Mumbai,295
904877,501788,295,346,16,2024-09,Pune,-67
904878,502648,464,213,19,2025-09,Chennai,232
904879,500719,591,201,0,2025-06,Delhi,390
904880,502205,359,93,5,2025-11,Chennai,261
904881,501023,471,445,6,2025-02,Bangalore,20
904882,502257,207,132,15,2024-01,Hyderabad,60
904883,502558,290,416,22,2024-10,Chennai,-148
904884,500326,210,263,3,2025-07,Bangalore,-56
904885,503155,194,59,4,2024-08,Kolkata,131
904886,501722,558,361,9,2024-02,Mumbai,188
904887,501309,336,353,20,2024-10,Kolkata,-37
904888,501802,159,257,15,2025-12,Hyderabad,-113
904889,501427,437,103,22,2025-10,Kolkata,312
904890,503110,112,55,14,2024-10,Pune,43
904891,500598,150,206,4,2024-09,Chennai,-60
904892,501015,217,205,21,2025-07,Chennai,-9
904893,501148,118,421,4,2025-03,Mumbai,-307
904894,501943,404,397,4,2025-08,Pune,3
904895,501778,361,432,21,2024-07,Chennai,-92
904896,502741,318,108,21,2024-09,Delhi,189
904897,502535,556,69,22,2024-05,Kolkata,465
904898,501763,465,281,1,2025-05,Hyderabad,183
904899,502536,417,190,17,2025-03,Chennai,210
904900,501983,495,140,3,2024-10,Delhi,352
904901,502610,439,82,9,2024-07,Kolkata,348
904902,500656,581,287,23,2024-12,Kolkata,271
904903,502881,191,412,5,2024-01,Bangalore,-226
904904,501182,467,347,21,2024-09,Bangalore,99
904905,500513,275,300,20,2025-07,Mumbai,-45
904906,501850,413,329,10,2025-04,Delhi,74
904907,503380,444,399,20,2025-02,Delhi,25
904908,503092,389,221,16,2024-01,Mumbai,152
904909,501494,138,415,13,2025-02,Chennai,-290
904910,503451,477,291,16,2025-02,Mumbai,170
904911,503238,239,318,24,2025-11,Delhi,-103
904912,501296,460,298,14,2025-01,Pune,148
904913,501848,336,312,7,2025-12,Hyderabad,17
904914,500066,330,98,17,2024-08,Chennai,215
904915,500042,513,115,24,2025-11,Mumbai,374
904916,501444,359,92,17,2024-03,Kolkata,250
904917,500654,465,447,16,2024-12,Chennai,2
904918,502902,295,261,3,2024-09,Mumbai,31
904919,502277,267,340,4,2024-01,Kolkata,-77
904920,500923,395,191,20,2025-12,Kolkata,184
904921,503486,257,131,8,2024-09,Bangalore,118
904922,502335,371,67,22,2024-03,Hyderabad,282
904923,500726,109,333,3,2025-09,Delhi,-227
904924,502092,195,303,2,2025-09,Kolkata,-110
904925,501018,281,157,19,2024-10,Bangalore,105
904926,500320,127,407,21,2025-06,Bangalore,-301
904927,500882,498,325,9,2025-03,Chennai,164
904928,502149,160,183,4,2024-09,Bangalore,-27
904929,500772,407,122,15,2024-02,Mumbai,270
904930,500953,414,355,3,2025-11,Chennai,56
904931,500973,467,193,7,2025-08,Kolkata,267
904932,502127,206,300,10,2025-11,Mumbai,-104
904933,502272,436,255,2,2024-10,Mumbai,179
904934,502442,168,402,2,2025-01,Kolkata,-236
904935,501180,218,148,12,2025-01,Pune,58
904936,500189,480,102,19,2024-09,Kolkata,359
904937,500898,107,300,17,2025-10,Chennai,-210
904938,500721,427,250,12,2024-05,Hyderabad,165
904939,500584,439,81,21,2025-06,Chennai,337
904940,501412,438,128,8,2024-08,Chennai,302
904941,502996,384,114,10,2024-05,Pune,260
904942,500338,447,419,0,2025-11,Hyderabad,28
904943,500569,398,114,10,2024-07,Hyderabad,274
904944,503013,233,167,13,2024-01,Delhi,53
904945,501183,344,188,11,2024-03,Kolkata,145
904946,502456,359,360,8,2025-07,Bangalore,-9
904947,500001,449,391,9,2025-05,Bangalore,49
904948,503102,242,431,19,2024-09,Bangalore,-208
904949,501714,348,438,11,2024-05,Pune,-101
904950,503464,257,207,15,2024-01,Hyderabad,35
904951,502795,366,364,15,2025-08,Hyderabad,-13
904952,502298,240,169,11,2024-08,Pune,60
904953,501970,448,355,22,2025-02,Hyderabad,71
904954,500152,133,356,2,2024-07,Bangalore,-225
904955,501061,194,310,21,2025-12,Mumbai,-137
904956,501336,468,95,20,2024-08,Bangalore,353
904957,503209,255,86,9,2025-08,Kolkata,160
904958,500551,523,155,3,2025-12,Bangalore,365
904959,501640,156,310,15,2024-09,Bangalore,-169
904960,501728,152,156,7,2024-05,Bangalore,-11
904961,500453,219,231,3,2024-02,Pune,-15
904962,500497,312,162,19,2024-12,Pune,131
904963,501303,294,63,8,2025-08,Chennai,223
904964,500397,537,289,22,2024-02,Pune,226
904965,500415,340,309,22,2024-04,Mumbai,9
904966,500136,182,162,15,2024-07,Kolkata,5
904967,500526,559,345,4,2025-07,Delhi,210
904968,502071,275,439,0,2024-03,Bangalore,-164
904969,502032,413,192,0,2025-10,Hyderabad,221
904970,501947,458,428,3,2024-02,Kolkata,27
904971,501815,144,171,3,2025-10,Delhi,-30
904972,502189,234,78,11,2025-09,Delhi,145
904973,501132,353,449,20,2025-09,Kolkata,-116
904974,503168,214,150,4,2024-02,Kolkata,60
904975,502594,193,168,15,2024-06,Delhi,10
904976,503485,168,325,21,2025-11,Bangalore,-178
904977,501013,252,255,9,2025-05,Pune,-12
904978,500306,111,323,2,2025-08,Chennai,-214
904979,502342,593,76,11,2025-04,Delhi,506
904980,502515,135,214,6,2024-08,Bangalore,-85
904981,500700,275,410,0,2024-04,Mumbai,-135
904982,503047,248,222,4,2024-04,Hyderabad,22
904983,502030,295,418,18,2024-04,Hyderabad,-141
904984,501182,438,174,21,2024-07,Delhi,243
904985,500018,590,73,22,2024-11,Kolkata,495
904986,502742,512,169,5,2024-07,Bangalore,338
904987,501781,474,201,20,2024-05,Mumbai,253
904988,503192,455,146,1,2025-01,Pune,308
904989,503345,297,311,5,2025-12,Bangalore,-19
904990,502602,197,164,0,2025-12,Hyderabad,33
904991,503245,458,187,23,2024-03,Pune,248
904992,501591,380,288,19,2024-03,Delhi,73
904993,503229,488,123,2,2024-10,Bangalore,363
904994,502593,126,101,0,2025-07,Bangalore,25
904995,501939,298,369,9,2025-11,Mumbai,-80
904996,500117,316,277,17,2025-02,Bangalore,22
904997,501696,195,443,8,2025-04,Bangalore,-256
904998,501053,128,149,22,2025-10,Delhi,-43
904999,502206,554,127,14,2024-11,Kolkata,413
905000,502326,330,73,16,2025-09,Bangalore,241
905001,502253,184,226,16,2024-08,Kolkata,-58
905002,500094,124,357,8,2024-12,Delhi,-241
905003,500957,224,205,11,2025-05,Chennai,8
905004,502779,562,90,15,2024-06,Bangalore,457
905005,501279,327,321,3,2025-06,Pune,3
905006,502659,128,203,18,2024-01,Delhi,-93
905007,500632,252,244,7,2024-07,Kolkata,1
905008,503408,114,320,24,2025-04,Mumbai,-230
905009,503421,287,338,22,2024-10,Chennai,-73
905010,500947,246,106,13,2024-08,Delhi,127
905011,500261,206,265,24,2024-11,Pune,-83
905012,501016,237,272,18,2025-09,Delhi,-53
905013,501878,395,433,18,2025-07,Bangalore,-56
905014,500886,172,162,3,2025-04,Bangalore,7
905015,500299,583,167,11,2025-09,Bangalore,405
905016,503466,546,227,18,2025-02,Hyderabad,301
905017,501494,302,184,13,2024-01,Bangalore,105
905018,500158,261,315,6,2025-01,Mumbai,-60
905019,500915,300,169,3,2024-07,Hyderabad,128
905020,503035,230,208,0,2025-11,Chennai,22
905021,500144,297,389,9,2025-07,Chennai,-101
905022,503135,135,137,5,2025-10,Mumbai,-7
905023,501951,427,133,23,2024-09,Hyderabad,271
905024,500613,500,173,11,2024-06,Hyderabad,316
905025,501041,497,178,9,2024-12,Kolkata,310
905026,500487,542,411,18,2025-10,Kolkata,113
905027,500945,497,265,1,2024-09,Hyderabad,231
905028,500006,588,416,9,2024-11,Delhi,163
905029,501966,273,396,18,2025-07,Pune,-141
905030,502201,356,265,10,2024-04,Chennai,81
905031,500772,345,294,23,2025-06,Bangalore,28
905032,502806,147,70,13,2025-04,Mumbai,64
905033,501445,295,245,11,2024-04,Kolkata,39
905034,500826,308,246,12,2024-12,Chennai,50
905035,502827,476,264,13,2025-01,Delhi,199
905036,503339,558,160,20,2024-09,Bangalore,378
905037,500436,367,444,10,2025-04,Chennai,-87
905038,501002,538,336,18,2024-12,Pune,184
905039,501376,576,279,7,2025-06,Delhi,290
905040,502324,145,91,10,2024-04,Hyderabad,44
905041,501435,429,338,7,2025-04,Bangalore,84
905042,501440,199,162,11,2025-04,Hyderabad,26
905043,501943,582,98,21,2024-10,Bangalore,463
905044,501870,457,231,12,2025-08,Bangalore,214
905045,500164,496,77,4,2025-07,Bangalore,415
905046,501035,197,264,19,2024-03,Mumbai,-86
905047,502712,430,78,16,2025-08,Pune,336
905048,501919,303,404,1,2024-11,Bangalore,-102
905049,501103,164,341,21,2025-02,Hyderabad,-198
905050,500336,182,184,0,2024-09,Bangalore,-2
905051,500508,555,261,1,2025-06,Hyderabad,293
905052,502735,565,263,0,2024-07,Bangalore,302
905053,503054,553,81,22,2024-07,Delhi,450
905054,503366,134,76,12,2025-11,Bangalore,46
905055,501324,401,381,0,2024-08,Kolkata,20
905056,502462,483,260,12,2025-04,Delhi,211
905057,502752,577,299,5,2024-05,Hyderabad,273
905058,502565,196,441,12,2024-10,Delhi,-257
905059,502676,492,186,10,2024-06,Chennai,296
905060,501751,396,363,4,2025-06,Delhi,29
905061,501691,407,185,10,2025-02,Mumbai,212
905062,501062,108,54,17,2025-04,Pune,37
905063,501197,299,93,0,2025-03,Delhi,206
905064,501262,361,436,23,2024-02,Bangalore,-98
905065,500480,483,142,21,2024-02,Delhi,320
905066,503056,185,370,24,2025-02,Hyderabad,-209
905067,500357,495,111,9,2024-09,Pune,375
905068,503182,220,84,5,2025-09,Chennai,131
905069,503412,120,119,4,2025-09,Kolkata,-3
905070,501898,202,238,2,2025-05,Bangalore,-38
905071,500846,115,105,1,2024-07,Delhi,9
905072,502588,149,382,10,2025-03,Mumbai,-243
905073,500149,599,359,10,2025-02,Bangalore,230
905074,502697,388,190,15,2024-03,Kolkata,183
905075,502359,501,297,14,2025-09,Chennai,190
905076,500475,174,440,20,2025-05,Kolkata,-286
905077,502847,115,350,9,2024-11,Kolkata,-244
905078,501546,358,107,5,2024-03,Kolkata,246
905079,500699,257,238,20,2024-08,Chennai,-1
905080,502904,301,162,7,2025-06,Kolkata,132
905081,500927,484,365,4,2024-09,Mumbai,115
905082,502156,174,204,15,2025-09,Mumbai,-45
905083,500086,476,418,6,2025-08,Pune,52
905084,502933,407,214,14,2024-12,Mumbai,179
905085,500585,432,75,8,2024-06,Kolkata,349
905086,502880,556,222,22,2024-08,Kolkata,312
905087,502947,384,406,14,2024-10,Pune,-36
905088,503471,184,338,22,2024-04,Pune,-176
905089,500518,567,406,5,2025-05,Mumbai,156
905090,501730,297,227,0,2025-02,Delhi,70
905091,502296,373,121,19,2025-03,Pune,233
905092,501730,386,217,5,2025-10,Hyderabad,164
905093,500567,198,365,20,2025-08,Delhi,-187
905094,503150,377,416,22,2024-07,Delhi,-61
905095,500870,417,448,5,2025-07,Chennai,-36
905096,502544,268,249,10,2025-07,Hyderabad,9
905097,501835,200,128,0,2024-04,Chennai,72
905098,500509,583,214,13,2025-10,Delhi,356
905099,501819,180,370,4,2025-09,Mumbai,-194
905100,503434,380,228,2,2025-08,Kolkata,150
905101,501991,222,104,22,2025-05,Hyderabad,96
905102,500474,196,285,14,2024-03,Delhi,-103
905103,503049,127,441,21,2024-01,Bangalore,-335
905104,501589,429,320,9,2025-02,Chennai,100
905105,503469,202,298,14,2025-02,Kolkata,-110
905106,501707,455,239,9,2024-09,Mumbai,207
905107,500333,515,287,23,2025-01,Chennai,205
905108,503071,227,250,19,2024-03,Chennai,-42
905109,501088,331,449,20,2025-08,Chennai,-138
905110,502092,554,329,14,2025-09,Pune,211
905111,500935,286,317,16,2024-11,Delhi,-47
905112,501628,470,170,12,2024-07,Kolkata,288
905113,502071,119,282,2,2024-07,Hyderabad,-165
905114,502276,125,227,1,2025-09,Bangalore,-103
905115,501906,561,64,23,2025-08,Bangalore,474
905116,503254,262,129,6,2024-11,Kolkata,127
905117,500742,577,80,0,2024-03,Mumbai,497
905118,502172,255,175,0,2025-06,Kolkata,80
905119,501553,421,123,7,2024-05,Hyderabad,291
905120,502640,593,405,15,2024-01,Chennai,173
905121,501302,554,320,11,2025-06,Kolkata,223
905122,502217,186,447,2,2025-01,Delhi,-263
905123,501424,488,108,22,2025-07,Mumbai,358
905124,500592,595,401,22,2024-02,Delhi,172
905125,500815,466,295,12,2024-09,Delhi,159
905126,501033,419,252,23,2024-01,Chennai,144
905127,501362,411,298,0,2025-03,Mumbai,113
905128,501934,131,422,24,2025-04,Mumbai,-315
905129,500922,343,431,4,2025-10,Kolkata,-92
905130,500206,180,227,1,2024-11,Chennai,-48
905131,502832,531,141,18,2024-01,Pune,372
905132,502032,188,222,13,2024-01,Pune,-47
905133,501281,370,243,10,2024-10,Chennai,117
905134,500268,183,312,23,2025-10,Chennai,-152
905135,502338,137,382,17,2024-06,Chennai,-262
905136,501646,227,441,19,2024-06,Mumbai,-233
905137,501281,274,97,8,2025-12,Delhi,169
905138,502729,207,413,5,2025-08,Mumbai,-211
905139,500520,221,115,1,2025-05,Bangalore,105
905140,502183,433,85,14,2024-05,Kolkata,334
905141,500924,245,227,20,2024-05,Bangalore,-2
905142,503488,240,72,16,2024-12,Delhi,152
905143,501599,349,408,7,2025-08,Kolkata,-66
905144,501968,419,66,3,2024-12,Pune,350
905145,500718,594,355,11,2024-01,Bangalore,228
905146,503371,194,381,2,2025-11,Delhi,-189
905147,500400,452,406,20,2024-01,Chennai,26
905148,502951,108,429,21,2025-04,Delhi,-342
905149,501030,508,339,10,2025-12,Mumbai,159
905150,503459,538,142,23,2024-04,Chennai,373
905151,500223,293,262,11,2025-03,Chennai,20
905152,500542,103,58,12,2025-07,Bangalore,33
905153,501091,159,234,18,2025-03,Mumbai,-93
905154,501333,386,283,3,2024-12,Delhi,100
905155,500395,561,319,11,2024-05,Chennai,231
905156,501443,484,276,8,2025-12,Bangalore,200
905157,500043,577,385,16,2025-07,Chennai,176
905158,503102,261,145,21,2025-05,Hyderabad,95
905159,501225,322,363,0,2025-03,Chennai,-41
905160,503485,585,251,19,2024-08,Pune,315
905161,502278,394,317,10,2025-08,Chennai,67
905162,503077,253,84,21,2025-11,Kolkata,148
905163,500052,191,225,0,2025-09,Mumbai,-34
905164,502782,225,63,14,2024-03,Bangalore,148
905165,501054,530,436,3,2024-12,Hyderabad,91
905166,502059,449,438,4,2024-11,Mumbai,7
905167,502077,470,67,9,2024-04,Chennai,394
905168,502667,463,158,10,2024-04,Delhi,295
905169,502863,556,242,18,2024-06,Kolkata,296
905170,503295,426,85,8,2025-03,Hyderabad,333
905171,503226,477,220,19,2025-10,Chennai,238
905172,501195,543,206,18,2024-02,Bangalore,319
905173,500311,419,293,15,2025-06,Kolkata,111
905174,501730,439,62,12,2025-08,Chennai,365
905175,501658,262,421,2,2025-10,Mumbai,-161
905176,503451,469,82,10,2024-01,Mumbai,377
905177,502965,114,367,2,2025-08,Delhi,-255
905178,503177,511,279,4,2025-09,Mumbai,228
905179,503149,570,77,13,2024-05,Delhi,480
905180,502421,512,386,9,2024-03,Bangalore,117
905181,502413,493,81,14,2025-08,Pune,398
905182,501707,515,111,1,2025-03,Delhi,403
905183,502082,448,112,15,2025-03,Mumbai,321
905184,500206,423,325,6,2024-06,Bangalore,92
905185,502742,136,72,13,2025-02,Pune,51
905186,501395,557,349,1,2024-08,Hyderabad,207
905187,501034,375,336,10,2024-12,Delhi,29
905188,502456,554,162,14,2024-03,Chennai,378
905189,501148,569,371,18,2024-08,Mumbai,180
905190,502941,172,352,21,2025-01,Kolkata,-201
905191,503056,578,431,10,2024-09,Hyderabad,137
905192,503450,123,315,17,2025-12,Bangalore,-209
905193,501928,421,201,22,2024-04,Kolkata,198
905194,502995,479,228,12,2024-10,Kolkata,239
905195,500403,379,372,15,2025-08,Pune,-8
905196,501699,562,87,6,2025-03,Delhi,469
905197,500500,322,106,8,2024-08,Kolkata,208
905198,500359,445,334,3,2025-04,Mumbai,108
905199,500421,183,132,6,2024-06,Mumbai,45
905200,501073,365,253,9,2024-07,Kolkata,103
905201,501465,194,232,5,2025-03,Chennai,-43
905202,500068,490,102,8,2024-02,Mumbai,380
905203,501559,144,61,22,2025-04,Mumbai,61
905204,502768,281,396,2,2024-05,Chennai,-117
905205,500266,221,199,13,2024-07,Mumbai,9
905206,502106,598,342,6,2025-07,Kolkata,250
905207,502223,330,392,1,2024-11,Kolkata,-63
905208,502382,321,440,2,2025-10,Mumbai,-121
905209,503248,543,154,10,2025-04,Mumbai,379
905210,502846,435,372,20,2024-07,Bangalore,43
905211,502894,335,365,19,2024-06,Bangalore,-49
905212,503301,112,95,8,2025-11,Mumbai,9
905213,500906,397,434,8,2025-07,Kolkata,-45
905214,502480,567,140,18,2024-05,Hyderabad,409
905215,500025,167,292,24,2025-05,Mumbai,-149
905216,501286,301,120,11,2025-04,Hyderabad,170
905217,502760,533,346,7,2025-04,Chennai,180
905218,503378,177,348,5,2024-06,Hyderabad,-176
905219,501390,386,175,20,2025-06,Mumbai,191
905220,503078,233,340,3,2025-06,Hyderabad,-110
905221,500736,339,414,13,2024-04,Kolkata,-88
905222,500890,160,292,0,2024-09,Chennai,-132
905223,502123,326,198,0,2024-05,Kolkata,128
905224,501544,132,69,21,2024-03,Chennai,42
905225,502843,411,319,10,2024-07,Mumbai,82
905226,501748,355,253,3,2025-03,Pune,99
905227,501575,433,419,9,2024-11,Bangalore,5
905228,500568,487,163,3,2025-01,Delhi,321
905229,500876,154,96,19,2025-08,Chennai,39
905230,500960,477,81,17,2024-03,Mumbai,379
905231,500741,294,311,19,2025-11,Kolkata,-36
905232,500919,424,132,11,2024-01,Mumbai,281
905233,503392,421,303,19,2025-07,Hyderabad,99
905234,502856,490,240,10,2025-02,Bangalore,240
905235,501662,576,326,14,2024-02,Mumbai,236
905236,503052,345,52,9,2025-09,Mumbai,284
905237,503186,297,416,21,2025-03,Delhi,-140
905238,500705,399,238,2,2024-03,Bangalore,159
905239,502577,292,118,22,2024-08,Hyderabad,152
905240,501413,324,426,14,2024-08,Mumbai,-116
905241,502777,218,201,3,2025-09,Delhi,14
905242,503228,464,162,24,2025-01,Delhi,278
905243,502189,568,210,16,2025-03,Pune,342
905244,502866,386,94,0,2024-12,Hyderabad,292
905245,503007,343,64,13,2025-04,Bangalore,266
905246,502798,448,171,18,2024-11,Delhi,259
905247,503027,410,349,12,2024-02,Pune,49
905248,501994,191,56,15,2024-06,Chennai,120
905249,500590,531,54,19,2024-08,Mumbai,458
905250,501842,152,366,22,2024-01,Hyderabad,-236
905251,500451,267,300,3,2024-08,Bangalore,-36
905252,501095,468,315,2,2024-06,Pune,151
905253,500041,548,275,2,2025-04,Kolkata,271
905254,500364,378,308,20,2024-08,Mumbai,50
905255,502862,401,318,8,2025-02,Delhi,75
905256,501673,163,241,4,2024-03,Mumbai,-82
905257,502762,550,308,13,2024-06,Chennai,229
905258,502987,351,446,13,2024-11,Hyderabad,-108
905259,501915,534,155,22,2024-04,Bangalore,357
905260,500534,295,50,4,2025-10,Pune,241
905261,503144,296,354,19,2024-12,Hyderabad,-77
905262,500933,138,139,11,2025-08,Delhi,-12
905263,501093,491,264,11,2025-04,Bangalore,216
905264,500592,413,185,3,2025-03,Mumbai,225
905265,501017,120,421,5,2025-05,Kolkata,-306
905266,500251,390,123,18,2025-05,Kolkata,249
905267,500394,586,225,5,2025-08,Hyderabad,356
905268,503175,293,62,24,2025-07,Hyderabad,207
905269,502060,204,282,0,2025-02,Mumbai,-78
905270,501674,382,398,19,2025-04,Delhi,-35
905271,501159,200,411,21,2025-11,Pune,-232
905272,502294,370,447,5,2025-11,Pune,-82
905273,500555,382,445,7,2024-06,Pune,-70
905274,500182,506,266,17,2025-08,Delhi,223
905275,502865,598,296,12,2025-12,Kolkata,290
905276,501175,521,81,4,2024-07,Kolkata,436
905277,502274,448,185,18,2025-11,Hyderabad,245
905278,502697,436,215,6,2024-09,Pune,215
905279,501448,381,158,17,2025-07,Chennai,206
905280,503185,358,235,24,2024-04,Hyderabad,99
905281,500757,400,384,16,2025-01,Chennai,0
905282,502516,576,108,21,2024-05,Bangalore,447
905283,501735,457,107,8,2024-05,Pune,342
905284,500766,389,345,0,2024-01,Kolkata,44
905285,502322,180,362,21,2024-02,Mumbai,-203
905286,503372,322,95,4,2025-05,Delhi,223
905287,500238,162,96,23,2024-10,Bangalore,43
905288,502720,403,342,23,2025-01,Delhi,38
905289,502101,542,406,18,2025-07,Pune,118
905290,502423,590,88,8,2025-05,Pune,494
905291,500438,393,93,7,2024-08,Chennai,293
905292,502593,586,116,5,2024-03,Hyderabad,465
905293,502272,227,102,1,2024-09,Delhi,124
905294,500513,433,350,24,2024-07,Kolkata,59
905295,500798,329,322,6,2025-04,Kolkata,1
905296,501735,343,442,12,2024-03,Hyderabad,-111
905297,503384,561,152,21,2025-08,Kolkata,388
905298,501708,527,259,18,2025-07,Delhi,250
905299,502975,346,415,4,2025-01,Kolkata,-73
905300,500955,329,274,15,2025-09,Mumbai,40
905301,501013,130,241,17,2025-06,Bangalore,-128
905302,503262,590,130,2,2025-12,Chennai,458
905303,502918,395,99,4,2025-01,Hyderabad,292
905304,500594,150,254,1,2024-11,Mumbai,-105
905305,503150,455,79,1,2025-12,Pune,375
905306,500958,168,178,2,2025-08,Kolkata,-12
905307,501345,451,373,18,2025-07,Mumbai,60
905308,501782,100,349,4,2025-12,Mumbai,-253
905309,501368,475,400,21,2024-06,Chennai,54
905310,502664,212,365,14,2025-09,Hyderabad,-167
905311,500404,158,242,1,2024-08,Bangalore,-85
905312,503168,125,370,5,2024-08,Pune,-250
905313,500978,255,250,9,2025-03,Pune,-4
905314,503212,334,393,0,2024-08,Pune,-59
905315,500837,232,373,11,2024-06,Pune,-152
905316,502660,502,247,22,2025-09,Delhi,233
905317,503197,158,423,12,2024-06,Delhi,-277
905318,501777,364,394,8,2024-12,Chennai,-38
905319,502666,477,83,8,2025-02,Delhi,386
905320,501166,501,57,2,2025-03,Kolkata,442
905321,500382,555,89,0,2024-02,Delhi,466
905322,500397,208,102,19,2025-01,Mumbai,87
905323,502822,504,202,6,2024-05,Chennai,296
905324,500081,436,357,2,2025-06,Chennai,77
905325,500992,495,177,16,2025-08,Kolkata,302
905326,502856,393,413,17,2025-09,Bangalore,-37
905327,500553,346,247,6,2024-10,Delhi,93
905328,502720,431,208,7,2024-10,Delhi,216
905329,500822,482,198,13,2025-11,Bangalore,271
905330,502677,235,162,5,2024-03,Kolkata,68
905331,500822,546,223,19,2024-11,Kolkata,304
905332,501991,514,210,4,2025-07,Hyderabad,300
905333,501410,380,383,7,2025-05,Hyderabad,-10
905334,503120,328,415,8,2024-10,Hyderabad,-95
905335,502792,361,246,23,2025-04,Bangalore,92
905336,500259,278,284,24,2024-04,Chennai,-30
905337,501775,497,403,2,2025-05,Kolkata,92
905338,502777,119,194,11,2024-11,Delhi,-86
905339,501730,576,134,20,2024-06,Pune,422
905340,502277,468,59,8,2024-11,Pune,401
905341,503169,260,262,6,2025-01,Hyderabad,-8
905342,502707,399,201,22,2025-06,Kolkata,176
905343,501366,595,248,2,2025-04,Hyderabad,345
905344,501978,165,362,6,2025-10,Chennai,-203
905345,501085,337,203,11,2025-11,Hyderabad,123
905346,502255,414,293,4,2024-10,Delhi,117
905347,502207,514,387,11,2024-04,Delhi,116
905348,500329,210,383,23,2024-03,Hyderabad,-196
905349,503284,536,334,13,2024-04,Mumbai,189
905350,501763,334,405,2,2024-08,Mumbai,-73
905351,500663,228,255,5,2024-03,Hyderabad,-32
905352,501548,406,430,23,2024-07,Chennai,-47
905353,501208,586,117,24,2025-11,Hyderabad,445
905354,501285,174,205,13,2025-08,Mumbai,-44
905355,501322,479,389,0,2025-11,Mumbai,90
905356,502040,260,358,8,2024-03,Kolkata,-106
905357,502805,174,155,20,2025-09,Kolkata,-1
905358,502156,489,303,5,2024-09,Delhi,181
905359,501894,225,382,10,2025-12,Bangalore,-167
905360,503362,126,93,18,2024-06,Delhi,15
905361,500431,276,180,14,2024-10,Pune,82
905362,502135,457,400,15,2025-06,Bangalore,42
905363,500754,103,126,3,2024-04,Hyderabad,-26
905364,502463,526,59,8,2025-07,Kolkata,459
905365,501273,537,257,9,2024-06,Mumbai,271
905366,503463,172,435,16,2024-09,Pune,-279
905367,501437,432,158,20,2025-08,Chennai,254
905368,501090,401,276,0,2024-04,Pune,125
905369,502922,175,408,15,2025-05,Mumbai,-248
905370,503331,126,81,23,2024-02,Delhi,22
905371,500670,566,253,5,2024-08,Delhi,308
905372,502507,472,105,13,2024-10,Mumbai,354
905373,500907,127,153,17,2024-03,Pune,-43
905374,500007,506,59,3,2024-08,Bangalore,444
905375,502424,321,253,22,2024-03,Pune,46
905376,502700,267,322,20,2025-02,Pune,-75
905377,501976,320,211,11,2024-07,Delhi,98
905378,501821,371,60,7,2025-06,Mumbai,304
905379,500344,488,329,7,2024-04,Chennai,152
905380,502542,167,207,14,2025-07,Hyderabad,-54
905381,501266,192,113,15,2024-11,Chennai,64
905382,502131,249,211,7,2025-01,Hyderabad,31
905383,501121,409,162,13,2024-12,Delhi,234
905384,501120,200,277,16,2025-02,Kolkata,-93
905385,500002,458,215,21,2025-03,Chennai,222
905386,501263,222,360,6,2025-11,Bangalore,-144
905387,501405,199,353,15,2025-10,Mumbai,-169
905388,500272,119,409,18,2024-02,Bangalore,-308
905389,500647,570,283,15,2024-07,Chennai,272
905390,500571,316,295,1,2024-07,Pune,20
905391,500934,582,272,21,2024-11,Chennai,289
905392,501366,183,236,2,2024-03,Hyderabad,-55
905393,500173,249,114,11,2024-07,Delhi,124
905394,501500,103,411,21,2025-01,Chennai,-329
905395,502533,495,167,10,2024-08,Mumbai,318
