order_id,customer_id,product_id,order_date,quantity,payment_method,order_status,city,revenue,cost,profit
701203,100398,501090,2024-05-13 08:59:16,4,Cash,Delivered,Mumbai,10297.2,8468,1829.2000000000007
701204,115069,503391,2024-07-20 14:17:54,2,Card,Cancelled,Mumbai,4676.92,3228,1448.92
701205,101353,502065,2024-03-18 10:36:41,1,Cash,Delivered,Hyderabad,1308.41,940,368.4100000000001
701206,108759,503343,2025-10-19 09:08:43,4,Cash,Delivered,Bangalore,4278.32,3180,1098.3199999999997
701207,117370,501995,2024-09-18 17:05:25,2,Wallet,Returned,Mumbai,5288.2,3676,1612.1999999999998
701208,108838,501117,2025-09-12 14:50:36,2,Wallet,Delivered,Pune,4254.5,3276,978.5
701209,108468,502613,2024-01-06 04:16:28,1,Card,Delivered,Hyderabad,1816.5,1346,470.5
701210,106535,502110,2025-10-06 04:18:07,1,Cash,Delivered,Bangalore,2801.63,2081,720.6300000000001
701211,109190,500094,2025-10-28 17:18:54,3,Wallet,Delivered,Bangalore,2807.16,2025,782.1599999999999
701212,105171,501992,2024-06-14 05:08:08,1,Cash,Returned,Bangalore,302.81,242,60.81
701213,103253,502934,2025-01-16 06:28:24,1,Card,Delivered,Hyderabad,2766.22,2066,700.2199999999998
701214,105502,502121,2025-04-21 01:49:24,3,Wallet,Delivered,Pune,8175.75,5733,2442.75
701215,109042,501635,2025-04-18 08:35:04,3,Card,Delivered,Kolkata,6378.75,4380,1998.75
701216,117950,500080,2025-11-06 03:13:54,4,UPI,Delivered,Chennai,5891.52,4904,987.5200000000004
701217,101649,501943,2024-02-07 15:07:43,4,Wallet,Delivered,Hyderabad,2740.96,2100,640.96
701218,101615,501399,2024-12-15 09:44:12,2,UPI,Cancelled,Pune,6431.34,4716,1715.3400000000001
701219,112970,501975,2025-01-29 07:39:50,4,Cash,Delivered,Chennai,13385.84,8936,4449.84
701220,101671,500679,2025-01-10 22:15:38,2,Card,Delivered,Hyderabad,1377.88,948,429.8800000000001
701221,111828,502076,2024-12-01 12:05:55,2,Card,Delivered,Bangalore,2288.34,1850,438.34000000000015
701222,107278,501207,2024-09-22 13:01:12,2,Card,Cancelled,Pune,2297.94,1796,501.94000000000005
701223,101435,502692,2024-01-13 17:22:31,1,Cash,Delivered,Delhi,994.29,687,307.28999999999996
701224,106530,501108,2024-08-03 16:30:44,3,UPI,Delivered,Bangalore,6064.5,4269,1795.5
701225,102328,500442,2025-02-15 02:24:14,3,UPI,Delivered,Pune,7665.0,5616,2049.0
701226,101442,501333,2024-02-26 08:34:25,2,Wallet,Delivered,Pune,5507.96,4474,1033.96
701227,114642,503356,2025-09-15 00:15:58,3,Wallet,Delivered,Bangalore,7934.219999999999,6279,1655.2199999999993
701228,109080,503176,2025-03-07 21:07:37,3,Card,Delivered,Hyderabad,4283.37,2937,1346.37
701229,100203,500601,2025-04-26 03:56:27,3,Card,Cancelled,Pune,6739.08,4512,2227.08
701230,114582,502863,2025-04-26 14:51:57,4,Wallet,Cancelled,Hyderabad,13365.68,9304,4061.6800000000003
701231,117826,502353,2024-08-24 17:05:17,3,Cash,Delivered,Chennai,1187.25,879,308.25
701232,104717,502191,2024-06-16 05:15:13,1,Wallet,Delivered,Hyderabad,650.78,460,190.77999999999997
701233,113668,501579,2025-08-16 23:32:12,1,UPI,Returned,Hyderabad,1407.51,1132,275.51
701234,105595,500073,2025-07-28 10:39:11,4,UPI,Delivered,Pune,5203.8,4176,1027.8000000000002
701235,115955,500529,2025-09-20 15:38:34,2,Cash,Delivered,Kolkata,5483.76,4354,1129.7600000000002
701236,108165,501627,2024-10-08 09:05:46,1,Card,Delivered,Kolkata,1233.11,1013,220.1099999999999
701237,108969,500299,2025-04-29 23:08:33,1,Cash,Delivered,Chennai,2776.85,2037,739.8499999999999
701238,109235,500210,2024-12-14 04:21:04,4,UPI,Delivered,Pune,2289.56,1804,485.55999999999995
701239,111893,500547,2025-04-29 22:34:24,1,UPI,Delivered,Chennai,1416.04,1147,269.03999999999996
701240,107899,501916,2024-05-26 02:37:37,3,Card,Delivered,Mumbai,7238.219999999999,5730,1508.2199999999993
701241,106564,501251,2025-11-10 12:41:37,1,Card,Delivered,Hyderabad,2555.66,1856,699.6599999999999
701242,110152,503226,2025-03-11 08:46:21,1,Card,Delivered,Hyderabad,1085.54,873,212.53999999999996
701243,108442,502467,2025-05-26 05:08:00,1,Cash,Delivered,Kolkata,2860.68,2207,653.6799999999998
701244,107457,500885,2024-11-04 13:56:58,3,Wallet,Delivered,Mumbai,916.92,687,229.91999999999996
701245,101307,502019,2025-02-09 03:05:29,1,UPI,Delivered,Hyderabad,1408.24,994,414.24
701246,108769,501894,2024-03-11 05:40:59,2,UPI,Delivered,Mumbai,4580.54,3630,950.54
701247,100822,500408,2025-03-19 15:17:56,2,Cash,Delivered,Kolkata,4504.1,3514,990.1000000000004
701248,101737,501008,2025-03-10 10:25:01,4,Cash,Cancelled,Chennai,6460.28,5176,1284.2799999999997
701249,109391,503494,2024-03-08 10:20:54,4,Cash,Cancelled,Mumbai,2389.36,1784,605.3600000000001
701250,116186,500798,2025-10-14 07:33:26,4,UPI,Delivered,Kolkata,5264.96,4008,1256.96
701251,111293,501221,2025-02-09 17:46:30,2,Wallet,Cancelled,Chennai,4528.3,3280,1248.3000000000002
701252,101768,502177,2025-09-04 09:27:10,2,Wallet,Delivered,Mumbai,4801.28,3950,851.2799999999997
701253,103137,502212,2025-01-16 07:08:50,1,Wallet,Returned,Delhi,2377.49,1811,566.4899999999998
701254,105174,502284,2024-07-26 03:25:22,2,Wallet,Delivered,Bangalore,3695.52,2770,925.52
701255,111695,501887,2025-11-07 17:39:50,4,Wallet,Delivered,Bangalore,5086.4,3580,1506.3999999999996
701256,108091,500825,2024-12-31 17:11:30,1,UPI,Delivered,Kolkata,1438.05,1004,434.04999999999995
701257,110085,503016,2025-11-12 13:54:12,4,UPI,Delivered,Kolkata,2868.2,2152,716.1999999999998
701258,109386,503079,2024-03-26 02:38:36,2,Wallet,Returned,Delhi,670.88,508,162.88
701259,117906,501140,2025-10-09 04:00:19,1,Wallet,Cancelled,Mumbai,3199.08,2360,839.0799999999999
701260,114776,501600,2024-09-12 10:16:54,4,Wallet,Delivered,Delhi,11858.44,9696,2162.4400000000005
701261,114819,500364,2025-07-09 04:36:07,1,Cash,Delivered,Delhi,886.38,591,295.38
701262,106806,501751,2024-11-12 12:18:29,4,Wallet,Delivered,Hyderabad,8859.8,6140,2719.7999999999993
701263,100295,500411,2025-07-08 10:47:01,3,Cash,Delivered,Pune,2874.27,1923,951.27
701264,113367,500314,2025-10-26 14:40:15,4,Cash,Delivered,Pune,3181.92,2280,901.9200000000001
701265,106672,503449,2025-11-17 05:28:34,4,Card,Delivered,Pune,3344.52,2604,740.52
701266,105995,501668,2025-10-11 12:05:03,1,Wallet,Delivered,Pune,2354.42,1957,397.4200000000001
701267,114351,500290,2025-04-17 20:53:18,4,Cash,Returned,Chennai,8819.08,7200,1619.08
701268,114589,500341,2024-12-17 21:02:59,4,Cash,Delivered,Delhi,2845.08,1956,889.0799999999999
701269,113998,500260,2024-03-31 17:00:53,3,UPI,Delivered,Mumbai,8431.44,6027,2404.4400000000005
701270,114649,501126,2025-09-26 06:57:15,2,Wallet,Delivered,Kolkata,627.46,428,199.46000000000004
701271,104598,501737,2025-03-28 08:27:52,1,Cash,Cancelled,Pune,1602.47,1221,381.47
701272,114665,502473,2024-05-09 06:48:31,4,Wallet,Delivered,Chennai,3841.92,3072,769.9200000000001
701273,110547,503005,2024-10-23 10:26:10,1,Cash,Delivered,Hyderabad,2621.01,1951,670.0100000000002
701274,103789,501116,2025-11-15 08:03:45,1,UPI,Delivered,Delhi,2426.54,1918,508.53999999999996
701275,116745,500910,2025-08-19 10:11:31,4,Wallet,Delivered,Delhi,11010.12,8100,2910.120000000001
701276,116823,500516,2025-08-17 23:17:39,4,Card,Cancelled,Chennai,1274.6,868,406.5999999999999
701277,108589,500221,2024-05-26 03:45:43,3,Cash,Returned,Hyderabad,794.0699999999999,546,248.06999999999994
701278,117407,500552,2024-04-22 02:21:58,1,Wallet,Delivered,Delhi,2476.87,1924,552.8699999999999
701279,103081,500699,2024-02-28 21:09:44,2,Card,Delivered,Pune,770.66,578,192.65999999999997
701280,107101,502081,2024-07-10 13:31:00,2,Card,Delivered,Mumbai,2839.74,2148,691.7399999999998
701281,101904,500245,2025-08-03 06:25:27,4,Wallet,Delivered,Bangalore,9838.96,7976,1862.9599999999991
701282,104410,503351,2025-05-28 23:11:41,1,Wallet,Delivered,Kolkata,2146.17,1499,647.1700000000001
701283,111886,501881,2024-09-14 10:41:01,2,Wallet,Delivered,Delhi,4974.14,3684,1290.1400000000003
701284,106497,503018,2024-08-03 16:13:07,4,UPI,Cancelled,Kolkata,1625.56,1132,493.55999999999995
701285,115643,502481,2025-05-30 15:33:04,4,UPI,Delivered,Kolkata,11003.68,7360,3643.6800000000003
701286,113617,502453,2025-01-02 16:50:50,3,Wallet,Delivered,Bangalore,4123.74,3138,985.7399999999998
701287,104742,500932,2025-04-09 19:46:58,1,UPI,Delivered,Mumbai,1353.25,903,450.25
701288,107135,501583,2024-11-11 20:42:28,2,Wallet,Delivered,Bangalore,1870.34,1406,464.3399999999999
701289,117972,503492,2024-07-03 10:15:15,4,Card,Delivered,Pune,6980.68,4772,2208.6800000000003
701290,108636,502708,2025-10-08 15:27:46,4,Cash,Delivered,Chennai,1744.6,1296,448.5999999999999
701291,100382,500386,2025-10-16 15:08:19,3,UPI,Delivered,Pune,3453.2699999999995,2823,630.2699999999995
701292,117610,503247,2025-08-16 12:14:09,4,Card,Delivered,Mumbai,1450.56,1120,330.55999999999995
701293,104462,502251,2024-05-30 02:20:01,4,Wallet,Delivered,Delhi,14634.52,9804,4830.52
701294,113799,502098,2025-02-27 09:51:29,4,Cash,Delivered,Kolkata,5973.04,4256,1717.04
701295,107386,500902,2024-02-10 20:14:40,4,Card,Delivered,Chennai,7519.88,6264,1255.88
701296,114940,502454,2025-06-14 20:28:04,3,UPI,Delivered,Kolkata,8065.83,5634,2431.83
701297,110541,500824,2024-04-07 06:35:52,4,Card,Delivered,Hyderabad,4105.28,2980,1125.2799999999997
701298,109848,500703,2024-05-30 14:20:47,1,UPI,Returned,Chennai,2216.83,1771,445.8299999999999
701299,105530,500273,2025-06-14 04:09:26,3,Cash,Returned,Delhi,1123.23,792,331.23
701300,115520,500279,2024-08-26 04:34:28,4,UPI,Delivered,Chennai,5887.08,4244,1643.08
701301,108159,500518,2024-03-26 15:39:29,3,Card,Delivered,Bangalore,1114.41,777,337.4100000000001
701302,101636,502005,2024-07-05 14:43:15,4,UPI,Delivered,Chennai,6747.04,4884,1863.04
701303,107357,500599,2025-12-25 04:00:14,4,Card,Returned,Hyderabad,14053.68,9588,4465.68
701304,113937,501222,2025-06-08 01:49:10,1,Wallet,Delivered,Hyderabad,1518.93,1115,403.93000000000006
701305,102326,500907,2025-06-24 02:13:36,4,Cash,Delivered,Chennai,6568.04,5376,1192.04
701306,108524,501949,2025-05-28 06:45:29,2,Cash,Delivered,Kolkata,1708.8,1322,386.79999999999995
701307,113403,500814,2024-06-09 15:48:08,1,Cash,Delivered,Mumbai,774.72,606,168.72000000000003
701308,102847,503018,2025-08-08 08:25:44,1,Cash,Delivered,Pune,406.39,283,123.38999999999999
701309,114050,502815,2025-02-07 05:40:22,2,Wallet,Delivered,Kolkata,5494.74,4450,1044.7399999999998
701310,111985,502421,2025-09-28 22:36:35,3,Wallet,Delivered,Pune,5364.18,4080,1284.1800000000003
701311,104117,501262,2025-03-21 03:22:12,2,Card,Delivered,Chennai,4940.78,3716,1224.7799999999997
701312,103641,502258,2025-02-21 04:20:20,4,UPI,Delivered,Mumbai,3399.48,2808,591.48
701313,100406,501162,2024-03-04 20:30:53,1,Cash,Delivered,Hyderabad,2568.65,1739,829.6500000000001
701314,111825,502020,2024-08-19 09:00:06,3,Card,Returned,Delhi,801.69,600,201.69000000000005
701315,111499,501502,2025-11-11 11:05:37,1,Card,Delivered,Delhi,2655.1,2065,590.0999999999999
701316,117492,500384,2025-04-06 09:38:44,3,UPI,Delivered,Mumbai,2053.2,1530,523.1999999999998
701317,112181,500846,2024-08-31 16:59:25,3,Wallet,Delivered,Mumbai,11153.97,7455,3698.9699999999993
701318,101359,501344,2024-03-01 19:11:31,4,UPI,Delivered,Delhi,9738.64,7328,2410.6399999999994
701319,111181,500480,2025-06-25 07:29:41,4,Wallet,Delivered,Pune,10385.52,8636,1749.5200000000004
701320,116111,502410,2025-06-25 02:47:46,2,Wallet,Delivered,Bangalore,6268.84,4322,1946.8400000000001
701321,110823,501353,2025-09-08 00:30:21,3,Card,Returned,Hyderabad,7262.789999999999,5706,1556.789999999999
701322,113461,501159,2024-07-15 16:36:49,1,Wallet,Returned,Kolkata,3290.3,2379,911.3000000000002
701323,103752,501207,2025-11-09 04:08:01,3,Cash,Delivered,Kolkata,3446.91,2694,752.9099999999999
701324,111657,501942,2024-08-18 21:08:23,3,Cash,Cancelled,Pune,7240.59,5910,1330.5900000000001
701325,116113,502810,2025-11-10 15:03:03,2,UPI,Cancelled,Hyderabad,1673.18,1158,515.1800000000001
701326,100484,502711,2024-12-24 23:01:53,2,Card,Delivered,Pune,1890.14,1414,476.1400000000001
701327,100538,500358,2025-10-13 10:38:15,4,UPI,Delivered,Pune,14186.68,9992,4194.68
701328,112954,501957,2024-07-23 15:02:17,4,Cash,Delivered,Chennai,6838.64,5036,1802.6400000000003
701329,109580,500300,2024-11-06 02:33:26,4,UPI,Returned,Pune,7900.44,6516,1384.4399999999996
701330,115813,501634,2025-03-07 21:44:16,2,Cash,Cancelled,Kolkata,4340.24,3062,1278.2399999999998
701331,112780,500949,2025-06-30 21:52:11,1,UPI,Delivered,Mumbai,989.76,774,215.76
701332,106432,500341,2025-11-07 03:52:58,2,Card,Delivered,Chennai,1422.54,978,444.53999999999996
701333,105659,500244,2024-12-29 04:38:26,1,Wallet,Delivered,Pune,583.37,476,107.37
701334,117963,503426,2025-11-01 05:48:15,3,Wallet,Delivered,Bangalore,7103.9400000000005,5463,1640.9400000000005
701335,114074,502551,2025-12-09 04:34:01,1,UPI,Cancelled,Bangalore,1790.02,1340,450.02
701336,111065,503276,2024-03-20 19:33:40,4,Card,Delivered,Hyderabad,11241.8,8868,2373.7999999999993
701337,111035,501966,2025-04-18 05:24:51,1,Cash,Delivered,Chennai,2715.97,2261,454.9699999999998
701338,103161,501029,2025-07-10 20:07:14,3,Cash,Delivered,Mumbai,5126.79,3846,1280.79
701339,116341,501350,2025-02-22 07:33:56,1,Card,Delivered,Bangalore,799.27,534,265.27
701340,104436,502019,2025-07-09 18:28:57,4,Card,Delivered,Bangalore,5632.96,3976,1656.96
701341,111821,503189,2024-01-04 09:20:59,3,Wallet,Delivered,Chennai,4939.83,3600,1339.83
701342,112278,503050,2025-02-07 02:07:32,1,Wallet,Delivered,Delhi,736.4,557,179.39999999999998
701343,101851,500951,2025-05-02 15:17:33,2,Card,Delivered,Hyderabad,6778.72,4826,1952.7200000000003
701344,104895,500676,2025-12-25 14:57:05,3,UPI,Delivered,Bangalore,5517.96,4380,1137.96
701345,108919,502593,2024-06-23 10:25:14,3,Cash,Delivered,Kolkata,1414.35,945,469.3499999999999
701346,110565,501462,2025-03-08 05:58:49,2,Wallet,Delivered,Chennai,1700.64,1160,540.6400000000001
701347,108578,503087,2025-09-20 19:28:35,4,Card,Delivered,Bangalore,10925.04,8968,1957.0400000000009
701348,105500,501433,2025-10-26 18:14:23,2,UPI,Delivered,Bangalore,6378.96,4996,1382.96
701349,112689,501603,2024-11-06 11:48:00,3,Wallet,Delivered,Mumbai,6383.88,4611,1772.88
701350,104822,503332,2024-02-14 00:32:54,2,Card,Delivered,Pune,1484.88,1006,478.8800000000001
701351,109680,502410,2024-04-30 22:31:24,3,UPI,Delivered,Bangalore,9403.26,6483,2920.26
701352,104075,500890,2025-08-12 14:04:40,4,UPI,Returned,Chennai,9309.24,6912,2397.24
701353,116079,501728,2025-03-05 15:33:06,3,Wallet,Delivered,Pune,8390.130000000001,6309,2081.130000000001
701354,101155,500357,2024-05-16 15:24:13,4,Card,Delivered,Delhi,11380.2,8848,2532.2000000000007
701355,107053,500668,2025-10-06 16:02:03,4,Cash,Delivered,Mumbai,7649.6,5664,1985.6000000000004
701356,116860,501070,2024-10-23 11:24:10,4,Card,Delivered,Mumbai,6003.48,4408,1595.4799999999996
701357,114794,501814,2024-10-19 17:13:15,2,Card,Delivered,Mumbai,2675.46,1788,887.46
701358,115868,502245,2025-03-03 13:36:31,1,Card,Delivered,Chennai,1393.47,965,428.47
701359,109052,501897,2024-12-01 21:33:11,3,Wallet,Delivered,Pune,8653.56,6570,2083.5599999999995
701360,114316,502339,2025-09-30 02:36:37,3,Card,Delivered,Bangalore,8399.28,6393,2006.2800000000007
701361,108714,500890,2025-08-12 01:49:42,3,UPI,Delivered,Delhi,6981.93,5184,1797.9300000000003
701362,104174,500881,2025-09-22 05:20:35,3,Cash,Delivered,Pune,5394.33,3951,1443.33
701363,103729,502908,2025-07-21 05:21:41,3,Wallet,Delivered,Bangalore,4406.79,3000,1406.79
701364,101045,503220,2024-02-10 22:24:28,4,Wallet,Cancelled,Pune,1502.6,1204,298.5999999999999
701365,108759,502637,2025-10-08 09:32:17,1,Card,Delivered,Mumbai,1245.98,933,312.98
701366,111559,501170,2024-07-01 02:41:20,3,Cash,Delivered,Kolkata,2157.45,1632,525.4499999999998
701367,106770,501031,2024-08-30 11:38:56,4,UPI,Delivered,Bangalore,8615.16,6660,1955.1599999999999
701368,113874,500093,2024-04-17 02:55:28,1,Cash,Delivered,Delhi,848.41,592,256.40999999999997
701369,104979,503455,2025-12-17 13:27:00,4,Wallet,Delivered,Hyderabad,3179.6,2596,583.5999999999999
701370,101014,502710,2024-07-06 02:58:51,4,Cash,Delivered,Kolkata,5780.04,4244,1536.04
701371,105453,500303,2024-01-08 04:25:10,1,UPI,Delivered,Chennai,3186.4,2252,934.4000000000001
701372,102191,502376,2024-10-16 00:08:48,4,Wallet,Delivered,Delhi,6140.08,5076,1064.08
701373,110840,501077,2024-02-16 12:13:00,1,UPI,Cancelled,Delhi,2980.63,2239,741.6300000000001
701374,115934,501251,2025-09-21 13:41:39,2,Wallet,Delivered,Kolkata,5111.32,3712,1399.3199999999997
701375,111682,502148,2024-04-30 02:48:44,4,Card,Returned,Pune,6576.24,4804,1772.2399999999998
701376,109387,501460,2024-09-07 08:31:00,4,Wallet,Delivered,Kolkata,13300.44,9980,3320.4400000000005
701377,107979,500569,2025-07-19 20:46:04,4,Cash,Cancelled,Mumbai,12003.76,8732,3271.76
701378,106083,502223,2025-07-27 19:22:10,3,UPI,Delivered,Pune,3140.6400000000003,2097,1043.6400000000003
701379,116641,502792,2025-11-11 04:48:04,4,UPI,Delivered,Hyderabad,6351.84,5016,1335.8400000000001
701380,110404,503103,2025-08-07 19:21:30,2,Wallet,Delivered,Delhi,5723.66,4102,1621.6599999999999
701381,110903,502426,2025-05-05 06:23:54,3,Card,Delivered,Bangalore,3788.1000000000004,3090,698.1000000000004
701382,104522,500325,2025-05-12 23:19:21,4,Cash,Delivered,Mumbai,3638.28,2900,738.2800000000002
701383,105000,502076,2024-09-09 09:12:13,1,UPI,Delivered,Chennai,1144.17,925,219.17000000000007
701384,107059,501686,2024-06-13 04:05:41,1,UPI,Delivered,Hyderabad,2737.32,2031,706.3200000000002
701385,110463,502034,2024-03-07 02:08:49,2,Cash,Delivered,Chennai,1952.68,1366,586.6800000000001
701386,117145,501900,2024-05-16 00:50:49,2,Wallet,Delivered,Pune,3295.36,2204,1091.3600000000001
701387,115492,502973,2024-08-30 23:20:33,4,UPI,Delivered,Pune,12305.6,8448,3857.6000000000004
701388,101619,502408,2025-12-09 08:02:09,2,Card,Delivered,Kolkata,6544.1,4390,2154.1000000000004
701389,105320,500445,2025-01-06 21:49:15,4,Wallet,Cancelled,Hyderabad,8044.2,5856,2188.2
701390,105242,501108,2024-01-20 23:57:35,4,Wallet,Delivered,Pune,8086.0,5692,2394.0
701391,110476,500066,2025-11-25 08:16:03,3,Wallet,Returned,Kolkata,1473.42,993,480.4200000000001
701392,110121,502288,2024-06-27 20:00:02,2,Card,Delivered,Bangalore,2905.96,2070,835.96
701393,103359,502609,2024-10-24 07:15:53,2,Cash,Delivered,Chennai,2787.4,2104,683.4000000000001
701394,114198,501210,2025-06-23 17:30:36,2,Cash,Delivered,Chennai,2128.38,1544,584.3800000000001
701395,104408,501627,2024-08-14 06:28:36,2,Card,Delivered,Mumbai,2466.22,2026,440.2199999999998
701396,114747,502224,2024-01-17 03:36:53,2,UPI,Delivered,Chennai,4373.56,3384,989.5600000000004
701397,114384,502318,2024-02-27 07:33:25,1,Cash,Delivered,Chennai,2035.46,1497,538.46
701398,109556,501166,2024-05-20 00:58:00,3,Card,Delivered,Kolkata,2029.2599999999998,1671,358.25999999999976
701399,104527,503345,2024-07-15 11:00:18,1,Wallet,Delivered,Delhi,2084.39,1682,402.3899999999999
701400,100422,502124,2025-02-12 06:12:39,3,Card,Delivered,Bangalore,5826.299999999999,4467,1359.2999999999993
701401,103227,502719,2024-11-13 13:47:27,4,Wallet,Delivered,Chennai,5403.48,3924,1479.4799999999996
701402,107817,500605,2024-09-05 20:16:16,4,Cash,Delivered,Kolkata,4742.2,3708,1034.1999999999998
701403,100734,500971,2025-01-17 17:30:39,2,Card,Delivered,Pune,3180.88,2460,720.8800000000001
701404,110636,501423,2024-05-15 14:26:53,3,Cash,Returned,Bangalore,963.39,762,201.39
701405,111376,502075,2025-05-11 11:06:40,1,UPI,Delivered,Pune,1989.83,1444,545.8299999999999
701406,105547,500263,2025-06-29 06:21:12,3,UPI,Delivered,Pune,10477.05,7017,3460.0499999999993
701407,116225,502831,2025-12-15 06:21:55,4,Wallet,Delivered,Mumbai,4696.76,3264,1432.7600000000002
701408,108494,503307,2024-03-28 05:21:17,3,Cash,Cancelled,Delhi,5558.58,4383,1175.58
701409,116896,500048,2025-07-26 05:40:30,1,Cash,Cancelled,Mumbai,854.37,600,254.37
701410,107798,501021,2024-11-25 02:14:26,3,Cash,Cancelled,Delhi,9020.07,7410,1610.0699999999997
701411,111698,501138,2024-11-18 02:59:17,1,Card,Delivered,Kolkata,2296.57,1678,618.5700000000002
701412,117005,502301,2025-04-16 10:35:26,2,Card,Cancelled,Hyderabad,5499.08,4226,1273.08
701413,101305,502481,2025-01-02 06:37:40,4,Cash,Delivered,Mumbai,11003.68,7360,3643.6800000000003
701414,112799,501399,2025-09-07 10:27:37,3,UPI,Delivered,Chennai,9647.01,7074,2573.01
701415,115336,501441,2025-02-03 00:17:53,3,UPI,Delivered,Hyderabad,2494.29,1671,823.29
701416,112406,502059,2025-01-10 10:13:48,1,UPI,Delivered,Kolkata,1921.42,1323,598.4200000000001
701417,102009,500225,2024-07-06 16:33:33,2,UPI,Cancelled,Mumbai,3898.66,2616,1282.6599999999999
701418,116194,502161,2025-04-15 16:47:25,1,Card,Delivered,Pune,2948.6,2275,673.5999999999999
701419,105846,501116,2024-05-11 07:31:20,1,Cash,Delivered,Delhi,2426.54,1918,508.53999999999996
701420,114713,500076,2024-01-20 14:44:28,2,Card,Delivered,Chennai,2631.8,1986,645.8000000000002
701421,105863,503191,2024-03-31 18:43:13,1,UPI,Delivered,Bangalore,1867.09,1306,561.0899999999999
701422,107690,503016,2025-01-31 11:07:36,3,Card,Delivered,Hyderabad,2151.1499999999996,1614,537.1499999999996
701423,103494,503063,2025-07-04 20:52:48,3,Card,Delivered,Mumbai,1379.04,978,401.03999999999996
701424,101679,502368,2025-11-17 13:54:45,1,UPI,Delivered,Kolkata,2465.93,1815,650.9299999999998
701425,113887,500859,2025-04-09 00:23:35,2,Wallet,Delivered,Pune,902.36,716,186.36
701426,101691,502860,2024-07-13 22:43:34,1,UPI,Delivered,Delhi,1050.66,711,339.6600000000001
701427,106103,501998,2025-10-22 00:27:16,4,Card,Delivered,Hyderabad,11119.12,7600,3519.120000000001
701428,111672,500401,2024-10-07 00:38:13,3,Cash,Delivered,Bangalore,7761.539999999999,6372,1389.539999999999
701429,103881,502978,2025-12-24 07:47:24,3,Cash,Delivered,Chennai,1346.73,1008,338.73
701430,103578,502013,2025-12-22 18:49:10,2,UPI,Cancelled,Hyderabad,699.84,548,151.84000000000003
701431,112633,500348,2024-01-13 00:26:12,4,Cash,Delivered,Mumbai,11269.68,8544,2725.6800000000003
701432,100286,500827,2024-06-11 03:10:03,4,Card,Cancelled,Delhi,10114.4,7252,2862.3999999999996
701433,117857,501245,2025-01-22 06:10:10,1,Cash,Delivered,Hyderabad,3066.93,2334,732.9299999999998
701434,109245,500962,2024-03-20 14:54:00,1,Card,Delivered,Hyderabad,1798.27,1391,407.27
701435,108084,501819,2025-03-02 18:33:32,4,Card,Delivered,Chennai,13092.52,8984,4108.52
701436,105966,500188,2024-09-08 16:33:33,3,UPI,Delivered,Hyderabad,9055.619999999999,7383,1672.619999999999
701437,102016,500091,2024-10-02 01:28:35,3,Cash,Delivered,Kolkata,7233.780000000001,6015,1218.7800000000007
701438,111169,501885,2024-11-13 13:44:00,1,Wallet,Delivered,Mumbai,2500.76,1696,804.7600000000002
701439,106007,503322,2024-05-13 02:17:35,4,Wallet,Delivered,Mumbai,3693.12,2892,801.1199999999999
701440,109595,502781,2025-09-01 15:38:40,1,Wallet,Delivered,Pune,3092.46,2102,990.46
701441,101338,503209,2024-12-04 20:44:55,3,UPI,Delivered,Mumbai,9318.3,6372,2946.2999999999993
701442,106953,501484,2025-10-07 04:07:46,3,Wallet,Delivered,Mumbai,3699.63,2712,987.6300000000001
701443,103220,501288,2025-01-05 15:48:04,2,Card,Delivered,Chennai,1648.92,1312,336.9200000000001
701444,102048,502817,2025-12-10 07:32:28,4,Cash,Delivered,Bangalore,12181.72,9236,2945.7199999999993
701445,107366,501314,2024-07-14 13:06:33,2,UPI,Delivered,Chennai,663.66,536,127.65999999999997
701446,104943,501542,2024-01-14 06:29:07,3,Card,Delivered,Mumbai,9523.83,6774,2749.83
701447,103582,503429,2024-06-01 08:42:04,4,Card,Delivered,Mumbai,13149.28,8916,4233.280000000001
701448,102332,502402,2025-04-17 13:41:52,4,Card,Delivered,Chennai,6304.68,4860,1444.6800000000003
701449,101048,500515,2025-08-14 02:07:32,3,UPI,Delivered,Delhi,3475.1400000000003,2586,889.1400000000003
701450,102617,500815,2024-01-01 00:23:35,2,Wallet,Delivered,Pune,5032.2,3572,1460.1999999999998
701451,104026,502021,2024-06-26 09:11:33,4,Wallet,Delivered,Chennai,1177.52,852,325.52
701452,116453,502920,2025-03-24 04:24:22,4,Wallet,Delivered,Hyderabad,3071.36,2108,963.3600000000001
701453,101813,500429,2024-05-11 13:01:40,4,Cash,Delivered,Pune,6372.2,5000,1372.1999999999998
701454,105092,502107,2025-05-15 18:18:07,4,Cash,Delivered,Kolkata,11295.96,8740,2555.959999999999
701455,114804,501366,2024-06-21 12:42:47,3,UPI,Delivered,Chennai,7775.58,6414,1361.58
701456,100999,503129,2025-10-17 07:39:06,4,Cash,Delivered,Hyderabad,8477.12,6772,1705.1200000000008
701457,109112,501118,2025-04-23 11:41:19,4,Wallet,Delivered,Hyderabad,3881.8,3216,665.8000000000002
701458,102708,503326,2025-04-21 00:15:22,4,Card,Returned,Bangalore,7578.92,5740,1838.92
701459,107439,502315,2024-08-18 13:40:18,3,Cash,Delivered,Delhi,2129.64,1692,437.6399999999999
701460,101263,500522,2024-07-12 08:09:32,1,Card,Delivered,Hyderabad,2944.2,2333,611.1999999999998
701461,101931,500722,2024-07-03 11:11:40,2,Card,Delivered,Pune,5709.18,4632,1077.1800000000003
